hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
嵐園民宿,542台灣南投縣草屯鎮芬草路三段171巷11號•+886 4 9233 0746,"['設施設施在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 89 則評論中，獲得 3.3 顆星 (滿分為 5 顆星)。一般。,,[],"['', '3.3一般\xa0|\xa089 則評論']","['樓穎慧""老闆娘全家貼心服務，為當地具特色專辦婚宴迎娶，庭園式民宿餐廳""', '魏前衛""印象中之前是一份小套餐，飯菜湯飲料。""', '陳慶隆""造型、內部裝潢以及外圍環境很別緻""']"
大墩街旅店,400台灣台中市中區台灣大道一段201號5F-8F•+886 4 2221 6885,"['早餐早餐在 6 則 Google 評論中有提到50% 的評論持負面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到50% 的評論持負面評價 ', '清潔清潔在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到50% 的評論持負面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到50% 的評論持負面評價 ', '清潔清潔在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ']",在 31 則評論中，獲得 3.3 顆星 (滿分為 5 顆星)。一般。,,"['免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.3一般\xa0|\xa031 則評論']","['supervoice""優點浴室空間大，熱水充足，洗澡舒服，房間乾淨，棉被很夠熱。""', '葉育儒""服務很好 可惜隔音差到在房門外不用刻意就能聽到裡面在説什麼""', '許雅雯""小孩，這狀況也反應但櫃檯人員無法處理。""']"
三地門大利安合法民宿,901台灣屏東縣三地門鄉中正路二段12鄰1之4號•+886 920 090 285,"['早餐早餐在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 60 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 68% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.6非常好\xa0|\xa060 則評論']","['YISHAN LEE""老闆人很好，我們一大兩小住雙人房。老闆早餐、備品都是給三份。""', '林永豐""民宿老闆娘用心，建築有原鄉特色，室內用品也毫不吝嗇，不錯""', '黃子庭""歷史文化交流活動創意產業當地的人藝術展示""']"
香奈爾Motel - 新莊館,3 星級飯店242台灣新北市新莊區後港一路187號•+886 2 2906 5555,"['健康與保健健康與保健在 29 則 Google 評論中有提到59% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '廚房廚房在 23 則 Google 評論中有提到70% 的評論持正面評價 ', '按摩浴缸按摩浴缸在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '早餐早餐在 27 則 Google 評論中有提到59% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '娛樂娛樂在 13 則 Google 評論中有提到46% 的評論持負面評價 ', '浴室浴室在 49 則 Google 評論中有提到41% 的評論持正面評價 ', '餐廳餐廳在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '住宿住宿在 38 則 Google 評論中有提到42% 的評論持負面評價 ', '空調空調在 12 則 Google 評論中有提到67% 的評論持負面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '設施設施在 64 則 Google 評論中有提到67% 的評論持正面評價 ', '服務服務在 42 則 Google 評論中有提到62% 的評論持正面評價 ', '清潔清潔在 48 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到75% 的評論持負面評價 ', '商務設施商務設施在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '健康與保健健康與保健在 29 則 Google 評論中有提到59% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '廚房廚房在 23 則 Google 評論中有提到70% 的評論持正面評價 ', '按摩浴缸按摩浴缸在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '早餐早餐在 27 則 Google 評論中有提到59% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '娛樂娛樂在 13 則 Google 評論中有提到46% 的評論持負面評價 ', '浴室浴室在 49 則 Google 評論中有提到41% 的評論持正面評價 ', '餐廳餐廳在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '住宿住宿在 38 則 Google 評論中有提到42% 的評論持負面評價 ', '空調空調在 12 則 Google 評論中有提到67% 的評論持負面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '設施設施在 64 則 Google 評論中有提到67% 的評論持正面評價 ', '服務服務在 42 則 Google 評論中有提到62% 的評論持正面評價 ', '清潔清潔在 48 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到75% 的評論持負面評價 ', '商務設施商務設施在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到50% 的評論持正面評價 ']",在 662 則評論中，獲得 3.9 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.9良好\xa0|\xa0662 則評論']","['ande shen""2人房房間煙味很重，到退房都還有。設備正常衛浴，空調溫度不好控制。""', 'Elaine Liu""餅乾 水 茶包和咖啡 冰箱有飲料""', '章儷馨""櫃台服務人員帥哥美女，房間清潔度好空間大，餐廳菜色多種，服務人員親切""']"
小海子旅宿,929台灣屏東縣琉球鄉行政路26之8號•+886 912 535 020,"['健身健身在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '健身健身在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ']",在 48 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施', '地點絕佳 : 房客喜歡這間飯店的地點', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意']","['', '4.6非常好\xa0|\xa048 則評論']","['瀛弁邱""來到民宿看到跟照片中一樣乾淨整潔，房間大間舒適，陽台看出去的景色超級棒！！""', '鄭小鉅""個人盥洗用品要自備，外面也有有停車、游泳池，服務人員還蠻親切""', 'Yi ling Chen""老闆&老闆娘很親切，感謝載我們到碼頭搭船，才沒淋成落湯雞""']"
麥克阿舍民宿,702台灣台南市南區大同路二段640巷12號•+886 938 861 233,"['設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 27 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa027 則評論']","['Mao Kuo""很有特色的房子，有停車場超方便的cp值很高大推！""', 'Viance Y.""好熱RRRRRR 客廳沒冷氣 夏天熱死 三個房間打開門吹也是熱""', 'Kay Tsai""很舒適很漂亮的地方，可以看的很多主人的巧思。""']"
寶貝的家BabyHouse民宿,268台灣宜蘭縣五結鄉傳藝路1段379巷9號•+886 968 253 500,[],在 19 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 42% 提供免費停車']","['', '5.0非常好\xa0|\xa019 則評論']","['D0ng Chen""乾淨舒服，民宿老闆非常Nice！設備齊全，床墊也很讚～～ 謝謝老闆的空間～！""', '暴龍婷的日常辰與婷""環境很好周邊也很安靜適合渡假放鬆 讚👍', 'yu All""超級無敵讚 房東很好""']"
花落諾 台南民宿(電話訂房 11:00-19:00),70850台灣台南市安平區安北路36-4號•+886 968 320 828,"['停車場停車場在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到87% 的評論持正面評價 ', '設施設施在 49 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到50% 的評論持負面評價 ', '地點地點在 20 則 Google 評論中有提到90% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '氣氛氣氛在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 7 則 Google 評論中有提到43% 的評論持中立評價 ', '停車場停車場在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到87% 的評論持正面評價 ', '設施設施在 49 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到50% 的評論持負面評價 ', '地點地點在 20 則 Google 評論中有提到90% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '氣氛氣氛在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 7 則 Google 評論中有提到43% 的評論持中立評價 ']",在 131 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.7非常好\xa0|\xa0131 則評論']","['劉璟鴻""鬧中取靜的地點 乾淨的房間 離景點都很近 很適合全家休息的好地方""', 'Drake Lin""有獨立的廚房空間與沖咖啡的器具，退房前能悠閒的喝杯咖啡真的很棒!""', 'Sj H""民宿老闆人超好，環境很舒服，停車方便，CP值很高，來安平的最佳選擇！！！""']"
以樂民宿,3 星級飯店880台灣澎湖縣馬公市三多路390巷9號•+886 6 927 1935,"['設施設施在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '大自然大自然在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '大眾運輸大眾運輸在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '大自然大自然在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '大眾運輸大眾運輸在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 17 則 Google 評論中有提到94% 的評論持正面評價 ']",在 86 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.6非常好\xa0|\xa086 則評論']","['Wallace Yang""老闆人很好聊，機場接送與介紹景點都很幫忙，房間夠大，床很舒服，水壓夠強，下次再來""', '張月娌""老闆提供的澎湖環島攻略與在地美食店家，讓初次到訪者節省很多時間不踩地雷""', 'man handsome""第三次 入住海景四人房 海景很美 退房當日小孩還吵著不想回去""']"
夏綠地,946台灣屏東縣恆春鎮社興路156號•+886 922 720 178,"['氣氛氣氛在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 32 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 32 則 Google 評論中有提到97% 的評論持正面評價 ', '大自然大自然在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '地點地點在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '寵物寵物在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 28 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 32 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 32 則 Google 評論中有提到97% 的評論持正面評價 ', '大自然大自然在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '地點地點在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '寵物寵物在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 28 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 134 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.8非常好\xa0|\xa0134 則評論']","['Kenny Liu""房間乾淨寬敞，視野一級棒！老闆是墾丁國家公園通，老闆娘做的早餐一級棒！""', '張草莓""老闆夫妻親切熱情，老闆推薦了很多景點跟餐廳很實用，房間設施簡單乾淨住起來很舒服。""', '劉靜萱""早餐，現泡咖啡,紅茶，多種類手工麵包。""']"
王府大飯店,3 星級飯店360台灣苗栗縣苗栗市為公路三東巷3號•+886 3 727 3055,"['大眾運輸大眾運輸在 40 則 Google 評論中有提到60% 的評論持正面評價 ', '地點地點在 40 則 Google 評論中有提到68% 的評論持正面評價 ', '空調空調在 17 則 Google 評論中有提到82% 的評論持負面評價 ', '夜生活夜生活在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '早餐早餐在 28 則 Google 評論中有提到46% 的評論持負面評價 ', '設施設施在 28 則 Google 評論中有提到71% 的評論持負面評價 ', '住宿住宿在 26 則 Google 評論中有提到50% 的評論持負面評價 ', '停車場停車場在 15 則 Google 評論中有提到53% 的評論持正面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '商務設施商務設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '浴室浴室在 27 則 Google 評論中有提到63% 的評論持負面評價 ', '服務服務在 21 則 Google 評論中有提到62% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '餐飲餐飲在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 40 則 Google 評論中有提到35% 的評論持中立評價 ', '清潔清潔在 33 則 Google 評論中有提到45% 的評論持負面評價 ', '大眾運輸大眾運輸在 40 則 Google 評論中有提到60% 的評論持正面評價 ', '地點地點在 40 則 Google 評論中有提到68% 的評論持正面評價 ', '空調空調在 17 則 Google 評論中有提到82% 的評論持負面評價 ', '夜生活夜生活在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '早餐早餐在 28 則 Google 評論中有提到46% 的評論持負面評價 ', '設施設施在 28 則 Google 評論中有提到71% 的評論持負面評價 ', '住宿住宿在 26 則 Google 評論中有提到50% 的評論持負面評價 ', '停車場停車場在 15 則 Google 評論中有提到53% 的評論持正面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '商務設施商務設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '浴室浴室在 27 則 Google 評論中有提到63% 的評論持負面評價 ', '服務服務在 21 則 Google 評論中有提到62% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '餐飲餐飲在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 40 則 Google 評論中有提到35% 的評論持中立評價 ', '清潔清潔在 33 則 Google 評論中有提到45% 的評論持負面評價 ']",在 435 則評論中，獲得 3.4 顆星 (滿分為 5 顆星)。一般。,,"['免費停車場 : 在附近類似的飯店中，有 80% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.4一般\xa0|\xa0435 則評論']","['lienyuan lee""交通方便，面對火車站和客運站。有平面停車場。價位合理。過車站月橋離行政中心近。""', 'Plutus Lin""椅墊，個人相當不習慣。早餐就稀飯與醬菜和水果，咖啡飲料。整體性價比為中下。""', 'Estela Chen""設備老舊 隔音不好 服務人員愛理不理 地毯煙味重 備品缺少""']"
丹迪旅店-大安森林公園店 Dandy Hotel Daan.,3 星級飯店106台灣台北市大安區信義路三段33號•+886 2 2707 6899,"['早餐早餐在 162 則 Google 評論中有提到88% 的評論持正面評價 ', '服務服務在 296 則 Google 評論中有提到88% 的評論持正面評價 ', '地點地點在 214 則 Google 評論中有提到88% 的評論持正面評價 ', '大眾運輸大眾運輸在 89 則 Google 評論中有提到85% 的評論持正面評價 ', '餐廳餐廳在 65 則 Google 評論中有提到88% 的評論持正面評價 ', '家庭料理家庭料理在 30 則 Google 評論中有提到80% 的評論持正面評價 ', '清潔清潔在 202 則 Google 評論中有提到91% 的評論持正面評價 ', '停車場停車場在 29 則 Google 評論中有提到76% 的評論持正面評價 ', '無障礙設施無障礙設施在 22 則 Google 評論中有提到41% 的評論持負面評價 ', '設施設施在 190 則 Google 評論中有提到85% 的評論持正面評價 ', '酒吧酒吧在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 75 則 Google 評論中有提到61% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到69% 的評論持正面評價 ', '餐飲餐飲在 40 則 Google 評論中有提到88% 的評論持正面評價 ', '娛樂娛樂在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 37 則 Google 評論中有提到97% 的評論持正面評價 ', '商務設施商務設施在 13 則 Google 評論中有提到62% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '空調空調在 14 則 Google 評論中有提到43% 的評論持負面評價 ', '住宿住宿在 44 則 Google 評論中有提到55% 的評論持正面評價 ', 'Wi-FiWi-Fi在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '安全安全在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 162 則 Google 評論中有提到88% 的評論持正面評價 ', '服務服務在 296 則 Google 評論中有提到88% 的評論持正面評價 ', '地點地點在 214 則 Google 評論中有提到88% 的評論持正面評價 ', '大眾運輸大眾運輸在 89 則 Google 評論中有提到85% 的評論持正面評價 ', '餐廳餐廳在 65 則 Google 評論中有提到88% 的評論持正面評價 ', '家庭料理家庭料理在 30 則 Google 評論中有提到80% 的評論持正面評價 ', '清潔清潔在 202 則 Google 評論中有提到91% 的評論持正面評價 ', '停車場停車場在 29 則 Google 評論中有提到76% 的評論持正面評價 ', '無障礙設施無障礙設施在 22 則 Google 評論中有提到41% 的評論持負面評價 ', '設施設施在 190 則 Google 評論中有提到85% 的評論持正面評價 ', '酒吧酒吧在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 75 則 Google 評論中有提到61% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到69% 的評論持正面評價 ', '餐飲餐飲在 40 則 Google 評論中有提到88% 的評論持正面評價 ', '娛樂娛樂在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 37 則 Google 評論中有提到97% 的評論持正面評價 ', '商務設施商務設施在 13 則 Google 評論中有提到62% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '空調空調在 14 則 Google 評論中有提到43% 的評論持負面評價 ', '住宿住宿在 44 則 Google 評論中有提到55% 的評論持正面評價 ', 'Wi-FiWi-Fi在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '安全安全在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到80% 的評論持正面評價 ']","在 1,166 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。",,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費 Wi-Fi : 在附近類似的飯店中，有 95% 免費提供 Wi-Fi', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '評價絕佳的酒吧 : 房客喜歡這間飯店的酒吧或交誼聽', '早餐美味 : 房客喜歡這間飯店的早餐', '地點絕佳 : 房客喜歡這間飯店的地點', '奢華風格 : 房客喜歡這間飯店的奢華氛圍', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.5非常好\xa0|\xa01,166 則評論']","['kuohua chuang""接待人員非常親切 連停車都幫忙 飯店環境舒適 鬧中取靜 房間裡設備齊全 很推薦""', 'Yi-Liang Chen""冰箱有送礦泉水跟小汽水~ 大廳有免費咖啡 自助早餐好吃，可選擇的菜色多。""', '巫禮仁""景觀房，但是因為在二樓，所以看出去的景色有些令人失望，下次希望能入住較高的樓層""']"
