reviews,value,comfort,location,cleanliness,service,facilities,ws_pos_reviews,filtered_word
房內提供的備品(水、垃圾袋及消毒用品等)，用完都可再通知飯店隨時補充。,0.0,0.0,0.0,0.0,1.0,0.0,房(Na)/內(Ncd)/提供(VD)/的(DE)/備品(Na)/((PARENTHESISCATEGORY)/水(Na)/、(PAUSECATEGORY)/垃圾袋(Na)/及(Caa)/消毒(VC)/用品(Na)/等(Cab)/)(PARENTHESISCATEGORY)/，(COMMACATEGORY)/用完(VC)/都(D)/可(D)/再(D)/通知(VC)/飯店(Nc)/隨時(D)/補充(VC)/。(PERIODCATEGORY),房(Na)/內(Ncd)/提供(VD)/備品(Na)/水(Na)/垃圾袋(Na)/消毒(VC)/用品(Na)/用完(VC)/通知(VC)/飯店(Nc)/補充(VC)
能吃到牛肉麵、鍋貼、滷肉飯等平價美食，在餐食上真的非常滿足。,0.0,0.0,0.0,0.0,1.0,0.0,能(D)/吃到(VC)/牛肉麵(Na)/、(PAUSECATEGORY)/鍋貼(Na)/、(PAUSECATEGORY)/滷肉飯(Na)/等(Cab)/平價(Na)/美食(Na)/，(COMMACATEGORY)/在(P)/餐食(Na)/上(Ng)/真的(D)/非常(Dfa)/滿足(VHC)/。(PERIODCATEGORY),吃到(VC)/牛肉麵(Na)/鍋貼(Na)/滷肉飯(Na)/平價(Na)/美食(Na)/在(P)/餐食(Na)/上(Ng)/滿足(VHC)
"房型及設施較舊，但離海邊近，可以抓寄居蟹,螃蟹和小魚，主人待人親切",0.0,1.0,1.0,0.0,1.0,0.0,"房型(Na)/及(Caa)/設施(Na)/較(Dfa)/舊(VH)/，(COMMACATEGORY)/但(Cbb)/離(P)/海邊(Na)/近(VH)/，(COMMACATEGORY)/可以(D)/抓(VC)/寄居蟹(Na)/,(COMMACATEGORY)/螃蟹(Na)/和(Caa)/小(VH)/魚(Na)/，(COMMACATEGORY)/主人(Na)/待人(VA)/親切(VH)",房型(Na)/設施(Na)/舊(VH)/離(P)/海邊(Na)/近(VH)/抓(VC)/寄居蟹(Na)/螃蟹(Na)/小(VH)/魚(Na)/主人(Na)/待人(VA)/親切(VH)
離海洋生物館近，民宿主人和善，牙刷品質好，四人房適合家庭住。貓咪很多。,0.0,1.0,1.0,0.0,1.0,0.0,離(P)/海洋(Na)/生物館(Nc)/近(VH)/，(COMMACATEGORY)/民宿(Nc)/主人(Na)/和善(VH)/，(COMMACATEGORY)/牙刷(Na)/品質(Na)/好(VH)/，(COMMACATEGORY)/四(Neu)/人(Na)/房(Na)/適合(VH)/家庭(Na)/住(VCL)/。(PERIODCATEGORY)/貓咪(Na)/很多(VH)/。(PERIODCATEGORY),離(P)/海洋(Na)/生物館(Nc)/近(VH)/民宿(Nc)/主人(Na)/和善(VH)/牙刷(Na)/品質(Na)/好(VH)/四(Neu)/人(Na)/房(Na)/適合(VH)/家庭(Na)/住(VCL)/貓咪(Na)/很多(VH)
房間乾淨，床非常舒適 老闆跟老闆娘的愛心早餐好吃喔！,0.0,1.0,0.0,1.0,1.0,0.0,房間(Nc)/乾淨(VH)/，(COMMACATEGORY)/床(Na)/非常(Dfa)/舒適(VH)/ (WHITESPACE)/老闆(Na)/跟(Caa)/老闆娘(Na)/的(DE)/愛心(Na)/早餐(Na)/好吃(VH)/喔(T)/！(EXCLAMATIONCATEGORY),房間(Nc)/乾淨(VH)/床(Na)/舒適(VH)/老闆(Na)/老闆娘(Na)/愛心(Na)/早餐(Na)/好吃(VH)
整體住宿很大cp值不錯，早餐就簡約的蛋餅吐司，老闆服務熱心親切??,1.0,0.0,0.0,0.0,1.0,0.0,整體(Na)/住宿(VA)/很(Dfa)/大(VH)/cp值(FW)/不錯(VH)/，(COMMACATEGORY)/早餐(Na)/就(D)/簡約(VH)/的(DE)/蛋餅(Na)/吐司(Na)/，(COMMACATEGORY)/老闆(Na)/服務(VC)/熱心(VJ)/親切(VH)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),整體(Na)/住宿(VA)/大(VH)/cp值(FW)/不錯(VH)/早餐(Na)/簡約(VH)/蛋餅(Na)/吐司(Na)/老闆(Na)/服務(VC)/熱心(VJ)/親切(VH)
享受走路1分鐘到海灘的感覺 有著優閒氣氛的地方 老闆也是給人很隨興的感覺,0.0,0.0,1.0,0.0,1.0,0.0,享受(VJ)/走路(VA)/1(Neu)/分鐘(Nf)/到(P)/海灘(Na)/的(DE)/感覺(Na)/ (WHITESPACE)/有(V_2)/著(Di)/優閒(VH)/氣氛(Na)/的(DE)/地方(Na)/ (WHITESPACE)/老闆(Na)/也(D)/是(SHI)/給(VD)/人(Na)/很(Dfa)/隨興(VH)/的(DE)/感覺(Na),享受(VJ)/走路(VA)/1(Neu)/分鐘(Nf)/到(P)/海灘(Na)/感覺(Na)/有(V_2)/優閒(VH)/氣氛(Na)/地方(Na)/老闆(Na)/給(VD)/人(Na)/隨興(VH)/感覺(Na)
店主親切大方 房間乾淨明亮，衝浪者歇腳休息的好所在!!,0.0,0.0,0.0,1.0,1.0,0.0,店主(Na)/親切(VH)/大方(VH)/ (WHITESPACE)/房間(Nc)/乾淨(VH)/明亮(VH)/，(COMMACATEGORY)/衝浪(VA)/者(Na)/歇腳(VA)/休息(VA)/的(DE)/好(VH)/所在(Na)/!(EXCLAMATIONCATEGORY)/!(EXCLAMATIONCATEGORY),店主(Na)/親切(VH)/大方(VH)/房間(Nc)/乾淨(VH)/明亮(VH)/衝浪(VA)/者(Na)/歇腳(VA)/休息(VA)/好(VH)/所在(Na)
老闆熱心親切，溫馨熱情衝浪屋，看海放鬆舒適好地方。,0.0,0.0,1.0,0.0,1.0,0.0,老闆(Na)/熱心(VJ)/親切(VH)/，(COMMACATEGORY)/溫馨(VH)/熱情(Na)/衝浪屋(Na)/，(COMMACATEGORY)/看(VC)/海(Na)/放鬆(VHC)/舒適(VH)/好(VH)/地方(Na)/。(PERIODCATEGORY),老闆(Na)/熱心(VJ)/親切(VH)/溫馨(VH)/熱情(Na)/衝浪屋(Na)/看(VC)/海(Na)/放鬆(VHC)/舒適(VH)/好(VH)/地方(Na)
一樓餐廳服務員很健談幽默，甜點好吃，住宿品質好，從陽台望出去，景色很美,0.0,1.0,1.0,0.0,1.0,0.0,一樓(Nc)/餐廳(Nc)/服務員(Na)/很(Dfa)/健談(VH)/幽默(VH)/，(COMMACATEGORY)/甜點(Na)/好吃(VH)/，(COMMACATEGORY)/住宿(VA)/品質(Na)/好(VH)/，(COMMACATEGORY)/從(P)/陽台(Na)/望出去(VA)/，(COMMACATEGORY)/景色(Na)/很(Dfa)/美(VH),一樓(Nc)/餐廳(Nc)/服務員(Na)/健談(VH)/幽默(VH)/甜點(Na)/好吃(VH)/住宿(VA)/品質(Na)/好(VH)/從(P)/陽台(Na)/望出去(VA)/景色(Na)/美(VH)
風景?位置?整體規劃一流，建築及房間設施雖有歲月痕跡，但絲毫不減損住宿的舒適性,0.0,1.0,1.0,0.0,0.0,0.0,風景(Na)/?(QUESTIONCATEGORY)/位置(Na)/?(QUESTIONCATEGORY)/整體(Na)/規劃(Na)/一流(VH)/，(COMMACATEGORY)/建築(Na)/及(Caa)/房間(Nc)/設施(Na)/雖(Cbb)/有(V_2)/歲月(Na)/痕跡(Na)/，(COMMACATEGORY)/但(Cbb)/絲毫(Neqa)/不(D)/減損(VAC)/住宿(VA)/的(DE)/舒適性(Na),風景(Na)/位置(Na)/整體(Na)/規劃(Na)/一流(VH)/建築(Na)/房間(Nc)/設施(Na)/有(V_2)/歲月(Na)/痕跡(Na)/絲毫(Neqa)/減損(VAC)/住宿(VA)/舒適性(Na)
飯店平面式停車位停車免費，每間客房都有落地窗，不論湖景或街景景觀都不錯喔!,1.0,0.0,1.0,0.0,0.0,1.0,飯店(Nc)/平面式(Na)/停車位(Na)/停車(VA)/免費(VH)/，(COMMACATEGORY)/每(Nes)/間(Nf)/客房(Nc)/都(D)/有(V_2)/落地窗(Na)/，(COMMACATEGORY)/不論(Cbb)/湖景(Na)/或(Caa)/街景(Na)/景觀(Na)/都(D)/不錯(VH)/喔(T)/!(EXCLAMATIONCATEGORY),飯店(Nc)/平面式(Na)/停車位(Na)/停車(VA)/免費(VH)/每(Nes)/間(Nf)/客房(Nc)/有(V_2)/落地窗(Na)/湖景(Na)/街景(Na)/景觀(Na)/不錯(VH)
房間動線規劃有待改善，適合夜宿泡浴缸溫泉，晚上缺少景點可以逛。,0.0,1.0,1.0,0.0,0.0,1.0,房間(Nc)/動線(Na)/規劃(Na)/有待(VK)/改善(VC)/，(COMMACATEGORY)/適合(VH)/夜宿(VA)/泡(VC)/浴缸(Na)/溫泉(Na)/，(COMMACATEGORY)/晚上(Nd)/缺少(VJ)/景點(Na)/可以(D)/逛(VC)/。(PERIODCATEGORY),房間(Nc)/動線(Na)/規劃(Na)/有待(VK)/改善(VC)/適合(VH)/夜宿(VA)/泡(VC)/浴缸(Na)/溫泉(Na)/晚上(Nd)/缺少(VJ)/景點(Na)/逛(VC)
老闆很熱情，房間很大，看出去的景色也很好，唯獨隔音不太好而已，其他都很棒。,0.0,1.0,1.0,0.0,1.0,0.0,老闆(Na)/很(Dfa)/熱情(VH)/，(COMMACATEGORY)/房間(Nc)/很(Dfa)/大(VH)/，(COMMACATEGORY)/看出去(VE)/的(DE)/景色(Na)/也(D)/很(Dfa)/好(VH)/，(COMMACATEGORY)/唯獨(Da)/隔音(A)/不(D)/太(Dfa)/好(VH)/而已(T)/，(COMMACATEGORY)/其他(Neqa)/都(D)/很(Dfa)/棒(VH)/。(PERIODCATEGORY),老闆(Na)/熱情(VH)/房間(Nc)/大(VH)/看出去(VE)/景色(Na)/好(VH)/隔音(A)/好(VH)/其他(Neqa)/棒(VH)
地點便利，剛好在嶺頂公園對面，停車公車都方便,0.0,0.0,1.0,0.0,0.0,0.0,地點(Na)/便利(VL)/，(COMMACATEGORY)/剛好(VH)/在(P)/嶺頂(Nc)/公園(Nc)/對面(Ncd)/，(COMMACATEGORY)/停車(VA)/公車(Na)/都(D)/方便(VH),地點(Na)/便利(VL)/剛好(VH)/在(P)/嶺頂(Nc)/公園(Nc)/對面(Ncd)/停車(VA)/公車(Na)/方便(VH)
?美五星級飯店，裝潢設備一流，早餐豐盛好吃，一切完美無瑕，讚!,0.0,1.0,0.0,0.0,1.0,0.0,?(QUESTIONCATEGORY)/美(Nc)/五星級(Na)/飯店(Nc)/，(COMMACATEGORY)/裝潢(Na)/設備(Na)/一流(VH)/，(COMMACATEGORY)/早餐(Na)/豐盛(VH)/好吃(VH)/，(COMMACATEGORY)/一切(Neqa)/完美(VH)/無瑕(VH)/，(COMMACATEGORY)/讚(VH)/!(EXCLAMATIONCATEGORY),美(Nc)/五星級(Na)/飯店(Nc)/裝潢(Na)/設備(Na)/一流(VH)/早餐(Na)/豐盛(VH)/好吃(VH)/一切(Neqa)/完美(VH)/無瑕(VH)/讚(VH)
五星等級民宿，床很舒服電視也很大，廁所超乾淨，還提供幫你租機車帶你去選車服務,0.0,1.0,0.0,1.0,1.0,1.0,五星(A)/等級(Na)/民宿(Nc)/，(COMMACATEGORY)/床(Na)/很(Dfa)/舒服(VH)/電視(Na)/也(D)/很(Dfa)/大(VH)/，(COMMACATEGORY)/廁所(Nc)/超(Dfa)/乾淨(VH)/，(COMMACATEGORY)/還(D)/提供(VD)/幫(P)/你(Nh)/租(VD)/機車(Na)/帶(VC)/你(Nh)/去(D)/選(VC)/車(Na)/服務(VC),五星(A)/等級(Na)/民宿(Nc)/床(Na)/舒服(VH)/電視(Na)/大(VH)/廁所(Nc)/乾淨(VH)/提供(VD)/幫(P)/你(Nh)/租(VD)/機車(Na)/帶(VC)/你(Nh)/選(VC)/車(Na)/服務(VC)
環境很好，氣氛也超優 老闆還一起同樂?? 很推薦的旅店！',0.0,0.0,0.0,0.0,1.0,0.0,環境(Na)/很(Dfa)/好(VH)/，(COMMACATEGORY)/氣氛(Na)/也(D)/超優(VH)/ (WHITESPACE)/老闆(Na)/還(D)/一起(D)/同(D)/樂(VH)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY)/ (WHITESPACE)/很(Dfa)/推薦(VC)/的(DE)/旅店(Nc)/！(EXCLAMATIONCATEGORY)/'(FW),環境(Na)/好(VH)/氣氛(Na)/超優(VH)/老闆(Na)/樂(VH)/推薦(VC)/旅店(Nc)
早餐好吃老闆親切，老闆娘漂亮?毛小孩的天堂，大人渡假聖地！有寵物的推推,0.0,0.0,0.0,0.0,1.0,0.0,早餐(Na)/好吃(VH)/老闆(Na)/親切(VH)/，(COMMACATEGORY)/老闆娘(Na)/漂亮(VH)/?(QUESTIONCATEGORY)/毛小孩(Na)/的(DE)/天堂(Nc)/，(COMMACATEGORY)/大人(Na)/渡假(VA)/聖地(Nc)/！(EXCLAMATIONCATEGORY)/有(V_2)/寵物(Na)/的(DE)/推推(VC),早餐(Na)/好吃(VH)/老闆(Na)/親切(VH)/老闆娘(Na)/漂亮(VH)/毛小孩(Na)/天堂(Nc)/大人(Na)/渡假(VA)/聖地(Nc)/有(V_2)/寵物(Na)/推推(VC)
給家裡的毛小孩舒適的環境自由自在 也能讓父母親放鬆的好地方,0.0,0.0,0.0,0.0,0.0,0.0,給(P)/家(Nc)/裡(Ncd)/的(DE)/毛小孩(Na)/舒適(VH)/的(DE)/環境(Na)/自由自在(VH)/ (WHITESPACE)/也(D)/能(D)/讓(VL)/父母親(Na)/放鬆(VHC)/的(DE)/好(VH)/地方(Na),給(P)/家(Nc)/裡(Ncd)/毛小孩(Na)/舒適(VH)/環境(Na)/自由自在(VH)/讓(VL)/父母親(Na)/放鬆(VHC)/好(VH)/地方(Na)
老闆人很健談，咖啡泡麵無限量供應。,1.0,0.0,0.0,0.0,1.0,0.0,老闆(Na)/人(Na)/很(Dfa)/健談(VH)/，(COMMACATEGORY)/咖啡(Na)/泡麵(Na)/無(D)/限量(VH)/供應(VD)/。(PERIODCATEGORY),老闆(Na)/人(Na)/健談(VH)/咖啡(Na)/泡麵(Na)/限量(VH)/供應(VD)
老闆人很好 房間很不錯 cp值高 離高跟鞋教堂不遠 推!!!,1.0,1.0,1.0,0.0,1.0,0.0,老闆(Na)/人(Na)/很(Dfa)/好(VH)/ (WHITESPACE)/房間(Nc)/很(Dfa)/不錯(VH)/ cp值(FW)/高(VH)/ (WHITESPACE)/離(P)/高跟鞋(Na)/教堂(Nc)/不遠(VH)/ (WHITESPACE)/推(VC)/!!(EXCLAMATIONCATEGORY)/!(EXCLAMATIONCATEGORY),老闆(Na)/人(Na)/好(VH)/房間(Nc)/不錯(VH)/cp值(FW)/高(VH)/離(P)/高跟鞋(Na)/教堂(Nc)/不遠(VH)/推(VC)
老闆親切，環境乾淨，停車容易，距離彩繪牆最近、距離高跟鞋也很近走幾分鐘路就到了!,0.0,0.0,1.0,1.0,1.0,1.0,老闆(Na)/親切(VH)/，(COMMACATEGORY)/環境(Na)/乾淨(VH)/，(COMMACATEGORY)/停車(VA)/容易(VH)/，(COMMACATEGORY)/距離(P)/彩繪(Na)/牆(Na)/最近(Nd)/、(PAUSECATEGORY)/距離(P)/高跟鞋(Na)/也(D)/很(Dfa)/近(VH)/走(VA)/幾(Neu)/分鐘(Nf)/路(Na)/就(D)/到(VCL)/了(Di)/!(EXCLAMATIONCATEGORY),老闆(Na)/親切(VH)/環境(Na)/乾淨(VH)/停車(VA)/容易(VH)/距離(P)/彩繪(Na)/牆(Na)/最近(Nd)/距離(P)/高跟鞋(Na)/近(VH)/走(VA)/幾(Neu)/分鐘(Nf)/路(Na)/到(VCL)
空間寬敞 環境舒適 老闆娘熱心 價格再便宜一點就五顆星了,1.0,1.0,0.0,0.0,1.0,0.0,空間(Na)/寬敞(VH)/ (WHITESPACE)/環境(Na)/舒適(VH)/ (WHITESPACE)/老闆娘(Na)/熱心(VJ)/ (WHITESPACE)/價格(Na)/再(D)/便宜(VH)/一點(Dfb)/就(D)/五(Neu)/顆(Nf)/星(Na)/了(T),空間(Na)/寬敞(VH)/環境(Na)/舒適(VH)/老闆娘(Na)/熱心(VJ)/價格(Na)/便宜(VH)/五(Neu)/顆(Nf)/星(Na)
"浴室打掃的實在是乾淨明亮，民宿主人很親切，早餐用心，謝謝,?得推薦...",0.0,0.0,0.0,1.0,1.0,0.0,"浴室(Nc)/打掃(VC)/的(DE)/實在(D)/是(SHI)/乾淨(VH)/明亮(VH)/，(COMMACATEGORY)/民宿(Nc)/主人(Na)/很(Dfa)/親切(VH)/，(COMMACATEGORY)/早餐(Na)/用心(VH)/，(COMMACATEGORY)/謝謝(VJ)/,(COMMACATEGORY)/?(QUESTIONCATEGORY)/得(D)/推薦(VC)/..(PERIODCATEGORY)/.(PERIODCATEGORY)",浴室(Nc)/打掃(VC)/乾淨(VH)/明亮(VH)/民宿(Nc)/主人(Na)/親切(VH)/早餐(Na)/用心(VH)/謝謝(VJ)/推薦(VC)
讓雞肉又升級了 活動的氣氛 讓老少都有事可忙 還可以釣魚??,0.0,0.0,0.0,0.0,1.0,1.0,讓(VL)/雞肉(Na)/又(D)/升級(VH)/了(T)/ (WHITESPACE)/活動(Na)/的(DE)/氣氛(Na)/ (WHITESPACE)/讓(VL)/老少(Na)/都(D)/有事(VH)/可(D)/忙(VH)/ (WHITESPACE)/還可以(D)/釣魚(VA)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),讓(VL)/雞肉(Na)/升級(VH)/活動(Na)/氣氛(Na)/讓(VL)/老少(Na)/有事(VH)/忙(VH)/釣魚(VA)
山明水秀，可重回純真年代的感覺!,0.0,0.0,1.0,0.0,0.0,0.0,山明水秀(VH)/，(COMMACATEGORY)/可(D)/重回(VCL)/純真(VH)/年代(Nd)/的(DE)/感覺(Na)/!(EXCLAMATIONCATEGORY),山明水秀(VH)/重回(VCL)/純真(VH)/年代(Nd)/感覺(Na)
老闆很親切，冰箱飲料跟濾掛咖啡都可以任吃，房間很大，狗狗也很可愛?下次還會想再來,0.0,1.0,0.0,0.0,1.0,0.0,老闆(Na)/很(Dfa)/親切(VH)/，(COMMACATEGORY)/冰箱(Na)/飲料(Na)/跟(Caa)/濾掛(Nv)/咖啡(Na)/都(D)/可以(D)/任(VL)/吃(VC)/，(COMMACATEGORY)/房間(Nc)/很(Dfa)/大(VH)/，(COMMACATEGORY)/狗狗(Na)/也(D)/很(Dfa)/可愛(VH)/?(QUESTIONCATEGORY)/下(Nes)/次(Nf)/還(D)/會(D)/想(VE)/再(D)/來(D),老闆(Na)/親切(VH)/冰箱(Na)/飲料(Na)/濾掛(Nv)/咖啡(Na)/任(VL)/吃(VC)/房間(Nc)/大(VH)/狗狗(Na)/可愛(VH)/下(Nes)/次(Nf)/想(VE)
老闆人超親切，跟回到自己家一樣，雖然地方有點偏遠不過住宿環境很好沒有什麼蟻蟲,0.0,0.0,1.0,1.0,1.0,0.0,老闆(Na)/人(Na)/超(Dfa)/親切(VH)/，(COMMACATEGORY)/跟(P)/回到(VCL)/自己(Nh)/家(Nc)/一樣(VH)/，(COMMACATEGORY)/雖然(Cbb)/地方(Na)/有點(Dfa)/偏遠(VH)/不過(Cbb)/住宿(Nv)/環境(Na)/很(Dfa)/好(VH)/沒有(VJ)/什麼(Nep)/蟻蟲(Na),老闆(Na)/人(Na)/親切(VH)/跟(P)/回到(VCL)/自己(Nh)/家(Nc)/一樣(VH)/地方(Na)/偏遠(VH)/住宿(Nv)/環境(Na)/好(VH)/沒有(VJ)/什麼(Nep)/蟻蟲(Na)
5.一樓咖啡廳不需住宿，就可以享受厚片吐司、咖啡、飲品、蛋糕、下午茶套餐等。,0.0,0.0,0.0,0.0,1.0,0.0,5.(FW)/一樓(Nc)/咖啡廳(Nc)/不需(D)/住宿(VA)/，(COMMACATEGORY)/就(D)/可以(D)/享受(VJ)/厚片(Na)/吐司(Na)/、(PAUSECATEGORY)/咖啡(Na)/、(PAUSECATEGORY)/飲品(Na)/、(PAUSECATEGORY)/蛋糕(Na)/、(PAUSECATEGORY)/下午茶(Na)/套餐(Na)/等(Cab)/。(PERIODCATEGORY),5.(FW)/一樓(Nc)/咖啡廳(Nc)/住宿(VA)/享受(VJ)/厚片(Na)/吐司(Na)/咖啡(Na)/飲品(Na)/蛋糕(Na)/下午茶(Na)/套餐(Na)
精緻，水果品質好，素肉燥煮麵或澆飯都好吃，高樓層風景很美，有機會會想再入住。,0.0,0.0,1.0,0.0,1.0,0.0,精緻(VH)/，(COMMACATEGORY)/水果(Na)/品質(Na)/好(VH)/，(COMMACATEGORY)/素(VH)/肉燥(Na)/煮(VC)/麵(Na)/或(Caa)/澆(VC)/飯(Na)/都(D)/好吃(VH)/，(COMMACATEGORY)/高(VH)/樓層(Na)/風景(Na)/很(Dfa)/美(VH)/，(COMMACATEGORY)/有(V_2)/機會(Na)/會(D)/想(VE)/再(D)/入住(VCL)/。(PERIODCATEGORY),精緻(VH)/水果(Na)/品質(Na)/好(VH)/素(VH)/肉燥(Na)/煮(VC)/麵(Na)/澆(VC)/飯(Na)/好吃(VH)/高(VH)/樓層(Na)/風景(Na)/美(VH)/有(V_2)/機會(Na)/想(VE)/入住(VCL)
天母地區超棒便宜飯店 中餐晚餐辦桌也超級新鮮好吃 乾淨明亮設施齊全的好旅館,1.0,1.0,0.0,1.0,1.0,0.0,天母(Nc)/地區(Nc)/超棒(VH)/便宜(VH)/飯店(Nc)/ (WHITESPACE)/中餐(Na)/晚餐(Na)/辦桌(VA)/也(D)/超級(D)/新鮮(VH)/好吃(VH)/ (WHITESPACE)/乾淨(VH)/明亮(VH)/設施(Na)/齊全(VH)/的(DE)/好(VH)/旅館(Nc),天母(Nc)/地區(Nc)/超棒(VH)/便宜(VH)/飯店(Nc)/中餐(Na)/晚餐(Na)/辦桌(VA)/新鮮(VH)/好吃(VH)/乾淨(VH)/明亮(VH)/設施(Na)/齊全(VH)/好(VH)/旅館(Nc)
海景山海房是一個很好觀賞九份景色的房間，房價中上，但附贈的早餐非常優秀?,1.0,0.0,1.0,0.0,1.0,0.0,海景(Na)/山海房(Na)/是(SHI)/一(Neu)/個(Nf)/很(Dfa)/好(VH)/觀賞(VC)/九份(Nc)/景色(Na)/的(DE)/房間(Nc)/，(COMMACATEGORY)/房價(Na)/中上(A)/，(COMMACATEGORY)/但(Cbb)/附贈(VD)/的(DE)/早餐(Na)/非常(Dfa)/優秀(VH)/?(QUESTIONCATEGORY),海景(Na)/山海房(Na)/一(Neu)/個(Nf)/好(VH)/觀賞(VC)/九份(Nc)/景色(Na)/房間(Nc)/房價(Na)/中上(A)/附贈(VD)/早餐(Na)/優秀(VH)
海景房的景很美，老闆會幫忙找停車位，缺點在老街最上方還要ㄧ直往上爬很累。,0.0,0.0,1.0,0.0,1.0,0.0,海景房(Na)/的(DE)/景(Na)/很(Dfa)/美(VH)/，(COMMACATEGORY)/老闆(Na)/會(D)/幫忙(VC)/找(VC)/停車位(Na)/，(COMMACATEGORY)/缺點(Na)/在(P)/老街(Nc)/最(Dfa)/上方(Ncd)/還要(Dfa)/ㄧ直(D)/往(P)/上(Ncd)/爬(VA)/很(Dfa)/累(VHC)/。(PERIODCATEGORY),海景房(Na)/景(Na)/美(VH)/老闆(Na)/幫忙(VC)/找(VC)/停車位(Na)/缺點(Na)/在(P)/老街(Nc)/上方(Ncd)/往(P)/上(Ncd)/爬(VA)/累(VHC)
觀景很棒的民宿，坐在窗前就有美景了。,0.0,0.0,1.0,0.0,0.0,0.0,觀(VC)/景(Na)/很(Dfa)/棒(VH)/的(DE)/民宿(Nc)/，(COMMACATEGORY)/坐(VA)/在(P)/窗(Na)/前(Ng)/就(D)/有(V_2)/美景(Na)/了(T)/。(PERIODCATEGORY),觀(VC)/景(Na)/棒(VH)/民宿(Nc)/坐(VA)/在(P)/窗(Na)/前(Ng)/有(V_2)/美景(Na)
但餐飲不好吃?? 晚餐和早餐的自助餐都是用蠻廉價的食材，還不如吃隔壁全家便利商店,0.0,0.0,0.0,0.0,1.0,0.0,但(Cbb)/餐飲(Na)/不(D)/好吃(VH)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY)/ (WHITESPACE)/晚餐(Na)/和(Caa)/早餐(Na)/的(DE)/自助餐(Na)/都(D)/是(SHI)/用(P)/蠻(Dfa)/廉價(VH)/的(DE)/食材(Na)/，(COMMACATEGORY)/還不如(Cbb)/吃(VC)/隔壁(Nc)/全家(Nb)/便利商店(Nc),餐飲(Na)/好吃(VH)/晚餐(Na)/早餐(Na)/自助餐(Na)/用(P)/廉價(VH)/食材(Na)/吃(VC)/隔壁(Nc)/全家(Nb)/便利商店(Nc)
房間煙味重，隔音不太好，櫃檯態度不太友善,0.0,1.0,0.0,1.0,1.0,0.0,房間(Nc)/煙味(Na)/重(VH)/，(COMMACATEGORY)/隔音(A)/不(D)/太(Dfa)/好(VH)/，(COMMACATEGORY)/櫃檯(Na)/態度(Na)/不(D)/太(Dfa)/友善(VH),房間(Nc)/煙味(Na)/重(VH)/隔音(A)/好(VH)/櫃檯(Na)/態度(Na)/友善(VH)
一星是給唯一及格的浴室，至少有乾淨的地板和穩定的熱水，但馬桶管線會漏水。,0.0,1.0,0.0,1.0,0.0,0.0,一(Neu)/星(Na)/是(SHI)/給(VD)/唯一(A)/及格(VH)/的(DE)/浴室(Nc)/，(COMMACATEGORY)/至少(Da)/有(V_2)/乾淨(VH)/的(DE)/地板(Na)/和(Caa)/穩定(VHC)/的(DE)/熱水(VHC)/，(COMMACATEGORY)/但(Cbb)/馬桶(Na)/管線(Na)/會(D)/漏水(VH)/。(PERIODCATEGORY),一(Neu)/星(Na)/給(VD)/唯一(A)/及格(VH)/浴室(Nc)/有(V_2)/乾淨(VH)/地板(Na)/穩定(VHC)/熱水(VHC)/馬桶(Na)/管線(Na)/漏水(VH)
在永和竹林路上、鬧中取靜、方便好鄰居,0.0,1.0,0.0,0.0,0.0,0.0,在(P)/永和(Nc)/竹林路(Nc)/上(Ncd)/、(PAUSECATEGORY)/鬧中取靜(VC)/、(PAUSECATEGORY)/方便(VH)/好(VH)/鄰居(Na),在(P)/永和(Nc)/竹林路(Nc)/上(Ncd)/鬧中取靜(VC)/方便(VH)/好(VH)/鄰居(Na)
老闆娘有介紹螢火蟲季節，我們很期待這次的生態之旅。,0.0,0.0,0.0,0.0,1.0,0.0,老闆娘(Na)/有(V_2)/介紹(VE)/螢火蟲(Na)/季節(Na)/，(COMMACATEGORY)/我們(Nh)/很(Dfa)/期待(VK)/這(Nep)/次(Nf)/的(DE)/生態(Na)/之(DE)/旅(Na)/。(PERIODCATEGORY),老闆娘(Na)/有(V_2)/介紹(VE)/螢火蟲(Na)/季節(Na)/我們(Nh)/期待(VK)/這(Nep)/次(Nf)/生態(Na)/旅(Na)
因為在靠近自然環境的地方，有些小動物的活動痕跡無可厚非。,0.0,0.0,1.0,1.0,0.0,0.0,因為(Cbb)/在(P)/靠近(VC)/自然(Na)/環境(Na)/的(DE)/地方(Na)/，(COMMACATEGORY)/有(V_2)/些(Nf)/小(VH)/動物(Na)/的(DE)/活動(Na)/痕跡(Na)/無可厚非(VH)/。(PERIODCATEGORY),在(P)/靠近(VC)/自然(Na)/環境(Na)/地方(Na)/有(V_2)/些(Nf)/小(VH)/動物(Na)/活動(Na)/痕跡(Na)/無可厚非(VH)
環境佳 房間乾淨 主人用心 博學多聞,0.0,0.0,0.0,1.0,1.0,0.0,環境(Na)/佳(VH)/ (WHITESPACE)/房間(Nc)/乾淨(VH)/ (WHITESPACE)/主人(Na)/用心(VH)/ (WHITESPACE)/博學多聞(VH),環境(Na)/佳(VH)/房間(Nc)/乾淨(VH)/主人(Na)/用心(VH)/博學多聞(VH)
