reviews,value,comfort,location,cleanliness,service
"老闆人很親切，停車方便，鄰近南投各大景點，cp值高	",,,,,
"住宿非常平價，又在竹山老街旁。老街巷弄美食吃到一個爽字了得，怎能不推呢？	",,,,,
"老闆家人親切，地點?中取?CP值很高	",,,,,
介紹季節遊玩地點，最後重點是老闆娘煮的早餐超好吃??有機會還會想再過去住宿的。,,,,,
"乾淨整齊，民宿老闆娘人超好，浴室設備又很棒，值得推薦	",,,,,
"環境舒適房間大，可以步行到附近吃牛奶鍋，早餐可選旁邊的包子	",,,,,
"乾淨，空間又大，也有洗衣機 附近就有吃餐點的店	",,,,,
"環境好，宜蘭好山好水，水溝的水好清澈又有魚兒水中游	",,,,,
"老闆和老闆娘都很隨和，民宿有古早味，乾乾淨淨，清清爽爽	",,,,,
"不同的感受，特別的心靈療癒，讚。	",,,,,
"老闆娘人很親切 溪景半露天客房雙池 很棒 風景好 空氣流通 溪流水聲 悅耳	",,,,,
"服務親切物美價廉 但建議 提升空間的清潔與除溼 房間霉味較重	",,,,,
"景觀湯屋池子蠻大的，泡完還有小點心跟花茶，而且老闆人很好∼很推∼	",,,,,
"房子很棒，房間擺設很溫暖，價錢也便宜，在鎮中去哪裡也方便，老闆娘超用心，推	",,,,,
"老闆娘很好 老闆也很好聊 住宿品質很好 還會介紹附近的食物跟遊玩的地點	",,,,,
"早餐都老闆娘自己準備的哦 有機果汁&濃郁的豆漿 營業滿分^^	",,,,,
"2018年3月香港情侶來台新聞，老闆很好很熱心幫忙看監視畫面並盡快通知警方。	",,,,,
"冷氣按鈕要大力按，房間收拾整潔，浴室空間較小	",,,,,
"此地交通方便，適合想要走訪寧夏夜市的旅客	",,,,,
"有特色的建築物，房間寬敞，服務親切，近鯉魚潭風景區，值得再來	",,,,,
"附早餐：好吃的清粥小菜和西式吐司、沙拉吧；咖啡有改善空間。	",,,,,
"烤肉地方，小朋友玩耍的草坪，大人輕鬆聚會喝酒與卡拉ok場所皆具備。	",,,,,
"民宿櫃台的小姐很客氣，早餐會準備台南小吃，房間比想像中的寬敞，滿舒適的。	",,,,,
"溫馨有善的店家，另售手工烘焙咖啡	",,,,,
"東西便宜又好吃，古物古蹟也很多，特別喜歡老屋翻新的這種建築。	",,,,,
"非常舒服的地方∼ 有美麗的海景夕陽，裡面的服務也都很棒，讓我們整個旅程放鬆開心∼	",,,,,
"餐飲食材很隨便 有如299夜市燒肉火鍋店 有很多生菜 可是小孩根本不能吃	",,,,,
"下午的DIY拓印手作∼謝謝工作人員-可珊Shan的耐心解說??值得收藏的紀念品'	",,,,,
?? 餐廳蠻有古色古香的特色，隱藏在朝天宮廟前的小巷子裡 ?? 新口味好吃,,,,,
"住宿品質不錯，景色很美，環境清靜下午茶手工麵包超好吃。早餐土司抹醬很有特色好吃。	",,,,,
"房間可以餵魚 有浴缸房型 店家服務好 Cp值高， 好停車	",,,,,
"潭心閣算是CP值甚佳的民宿,鯉魚潭也是值一遊再遊的景點,遊湖騎車老少皆宜。	",,,,,
"建築物很新，鄰近關山火車站與市區，停車方便，環境整潔乾淨，倚靠美麗山景。	",,,,,
"老闆夫婦親切,住宿環境良好,房間與衛浴設備乾淨	",,,,,
"老闆人很好很親切，民宿氣氛很棒！	",,,,,
"房間的溜滑梯跟船艙床的設施超適合親子共樂的	",,,,,
"一樓客廳寬敞 適合滑手機聊天 也可以喝咖啡聊是非~很棒	",,,,,
"空間規劃非常棒，下次帶小朋友來台南優先考慮，生活機能也很好	",,,,,
"來澎湖必住的好地方，離海近，海洋資源豐盛，潮間帶 夕陽餘暉映照，美到不行	",,,,,
"老闆好老闆娘也好還可以洗衣服煮東西	",,,,,
"離海邊近，是看夕陽的好地方，老闆娘很親切給人溫馨的感受	",,,,,
男友規劃宜蘭小旅行時特點選的民宿，離車站和夜市很近，房型很喜歡，介紹人員很細心,,,,,
"飯店位於鹽埕鬧區 距離當地知名小吃 早餐宵夜茶飲冰品 琳琅滿目應有盡有	",,,,,
"歷史文旅的活動超棒，解說人員非常專業，服務人員很親切，餐點也很好吃	",,,,,
"牛肉粥超棒！(雖然以我的口味略鹹)建議早上來一碗吧！牛肉軟嫩且肉的份量不少。	",,,,,
"民宿座落地點很隱密。大廳有老闆的咖啡教學。民宿房間很簡樸。早餐很棒 貓很可愛	",,,,,
"有著文青咖啡館靈魂的旅店，坐落在大自然懷抱中，讓旅客感受到一股悠然自得的氛圍。	",,,,,
"花蓮光復站/臨大農大富森林公園 老闆夫婦的18般美食廚藝?? 環保民宿/無電視渡假'	",,,,,
"環境乾淨、房間舒服、服務好、零食飲料啤酒隨你拿、價格親民、下次來金門還會入住！	",,,,,
"房東夫妻很親切，親子，2人，3人都可住，住宿費便宜，很棒	",,,,,
"老闆及老闆娘一家服務態度非常的溫暖，離開時也寒暄了幾句！	",,,,,
"價格便宜=有早餐果醬三明治=隔音很差=房間一張雙人床大小=一樓晚上有營業燒烤店	",,,,,
"價格合理、地理位置方便、老闆還有提供套裝行程及租借服務，cp值挺高的	",,,,,
"價錢非常便宜 地點佳 但是隔音真的不好 如果以單人背包房來說 Cp值極高	",,,,,
"環境優美，老闆與老闆娘熱情接待，充滿人情味。	",,,,,
"房價 和環境 設備 完全不成正比?? 而且外出吃晚餐 回來發現有人進入過 超傻眼'	",,,,,
"Cp值高的旅社，基本設施還ok!確定隔壁有煙味會飄過來，隔音一般般！	",,,,,
"非常雷 目前遇到最爛的 房換三間房 第一間ㄧ見蟑螂兄弟 第二間應該是跳蚤家族？	",,,,,
"價格便宜 人員禮貌 房間有一定的水準 距離車站大概走5∼10分鐘 交通便利	",,,,,
"草莓好吃便宜老闆人很好 風景好	",,,,,
"露營環境管理的很棒... 又有能採草莓又漂亮好吃好甜	",,,,,
"營主很熱心 草苺很好吃喔 營地也不錯	",,,,,
"(還有洗衣粉這點很貼心!) 民宿旁就有全家與7-11和早餐店，適合旅客入住!	",,,,,
"熱水穩定，地點方便，房間小但乾淨，老闆人很好，以價位來說cp值算高	",,,,,
"浴室的熱水有點問題，忽冷忽熱的，不太喜歡，蓮蓬頭也是壞掉的，除此之外一切都很棒。	",,,,,
"但離台東轉運站有點距離，最好自備交通工具！	",,,,,
"台東行~舒適臨時的家~住宿費不貴	",,,,,
"在河堤邊，主人，是個很愛乾淨清潔的人，布置悠閒有味	",,,,,
"地點方便，老闆服務很好，笑臉迎人，親切解說附近景點和小吃，早餐很豐盛	",,,,,
"房間寬敞 有個小陽台 浴室很大 老闆親切 停車方便 價格合理	",,,,,
"退房後要上車，看到草地有毛毛蟲，擔心孩子沒注意被碰到。	",,,,,
"老闆親切，停車方便，距離九份老街很近，會大力推薦的民宿！！！	",,,,,
"家庭房還蠻大的、附冰箱和簡易用品、感覺還算不錯、可是一開始沒熱水、後來有來處理	",,,,,
"1.房間很大，空間足，被子跟枕頭很舒服。	",,,,,
"新開幕的汽車旅館！內部裝潢設計很棒！安靜！很舒服！放鬆心情的好地方！	",,,,,
"選擇房間詢問客服可否選浴缸大可看到外面風景，客服人員盡力協助，太開心了。	",,,,,
"只是隔音有點差，可以聽到樓上奔跑和車庫的車的聲音，浴室沒有浴巾架放浴巾有點麻煩。	",,,,,
"床很好睡 浴室廁所也很大間 早餐種類也很多 很好吃 還有停車位 超級讚！	",,,,,
"櫃檯服務不是很專業 且車子竟然是要停在騎樓 房間也普普	",,,,,
"以上是什麼邏輯？旅館叫客人違規停車，然後不留鑰匙的話，罰單要自己繳？	",,,,,
"2B 館內提供停車場，早餐自助式，清粥小菜，提供免費腳踏車，飯店離礁溪老街不遠	",,,,,
"在礁溪溫泉公園旁 ，去哪裡都相當方便，房間大，池子大，停車車超方便。	",,,,,
"備品中提供杯麵，本次入住早餐為中式套餐，精緻份量足夠。	",,,,,
"老闆親切 房間乾淨又有好吃的牛肉麵	",,,,,
"古色古香，管家人超棒！服務第一	",,,,,
"海帶，豬頭皮，花生及豆乾拼盤。	",,,,,
"*有廁所 *有賣植物，不過種類跟數量都沒有非常多 *餐廳沒有在營業的樣子（？	",,,,,
"棒啊！魚池重新開放囉∼∼小朋友可以去餵魚了，還有小火車可以搭乘∼	",,,,,
"參加糖霜活動（網路查詢到的）夏天可以在室內吹個冷氣	",,,,,
"服務態度好，離東港各景點很近，騎單車很方便，CP值高，物美價廉。	",,,,,
"隔音極差，床鋪彈簧塌陷，窗簾無法隔光，衛浴陳舊地板濕滑，早餐掉包，無專屬停車位	",,,,,
"有附早餐。（厚片吐司、豬排三明治、培根蛋餅）三選一附紅茶一杯。	",,,,,
"獨棟的設計很棒，早上有管家幫忙做份量足夠的brunch，還有設計躺椅空間放鬆	",,,,,
"二樓空間舒服，音響品質很好可以自選光碟片，電視MOD 可以看免費電影很棒的享受。	",,,,,
"客房舒適，二樓客廳很有溫馨家庭感???? 設備配備應有盡有'	",,,,,
"老闆超親切，服務超好，房間很大很乾淨，早餐好吃，狗狗超級可愛	",,,,,
"老闆熱情招待，環境及設備良好，是台東民宿好的選項	",,,,,
"隔音不是很好，廚房有動作一清二楚，五點半就被吵醒，早餐so so，老闆娘算不錯	",,,,,
老闆親切，房間環境都很乾淨，我們還在房子外面的空地放風箏????,,,,,
"房內簡單，但算乾淨。早餐豐富：煎餃+蛋餅+三明治+小包子+豆漿。超飽！	",,,,,
"好山好水好地方，民宿主人與工作人員服務一級棒，值得再次造訪。	",,,,,
"吃完早餐，可以往上去向陽森林國家公園???、風景很美唷！'	",,,,,
"舒適美麗的風景，招待親切的主人，便利的停車空間，各具特色的房間!	",,,,,
"民宿主人很熱情，充滿藝術風，早餐還可以吃到東港在地小吃跟水果，讚	",,,,,
"五星級配備用品，頂級人情味，七樓夜景無限美，以民宿來說，可以給十顆星。	",,,,,
"美麗的民宿，擁有超大庭院，蓮花生態池，錦鯉池，適合包棟，也適合全家老小共遊	",,,,,
"整體而言還不錯，價位不高還算舒適，可惜一樓的房間沒室內拖，蓮蓬頭的水有點弱。	",,,,,
"是一個人情味很重，有家的感覺，值得參考住宿的好地方。	",,,,,
"園區環境優美、料理美味、住宿空間非常舒適，老闆娘及員工們都非常熱情喔~	",,,,,
"自然環境優 生態豐富 老闆和藹親切 紅藜貝果麵包 在地食材好吃	",,,,,
"民宿有廚房，�堶掄蝮J瓢盆冰箱菜刀俱全，真是棒棒棒的民宿。	",,,,,
"老闆跟老闆娘很熱情，房間乾淨，早餐也很棒！旁邊還有風景美麗的吊橋。	",,,,,
"超棒的鬆餅和披薩和咖啡，下次還要再來喝下午茶	",,,,,
"優質的民宿，美味的早餐，好喝的咖啡，熱情的主人，還有夏天的最愛-刨冰!	",,,,,
"老闆娘很貼心，協助旅客處理問題，環境很棒。	",,,,,
"花蓮優質好民宿，可是軟體部份還有很多升級空間	",,,,,
"舒適寬敞，價格親民，交通便利，庭園可停機車，感覺很好	",,,,,
"熊爸夫妻待人親切隨和，房間超大，乾淨整潔，早餐豐盛，非常棒的民宿	",,,,,
"住過6次!環境一樣乾淨，熊爸，熊媽一樣親切!早餐一樣豐富!去宜蘭必住的好地方。	",,,,,
"熊社長（老闆）及夫人親切為人，住宿的遊客有如自己家中那麼舒適。	",,,,,
"一樓廁所及各層廁所空調很不ok,只有房間溫度舒適??環境都很乾淨??",,,,,
"露營場無電 溫泉館計次收費有露營或住宿就100人/次 園區很大風景好，附近老街近	",,,,,
"適合親子團康教會聚會烤肉 衛浴設備還不錯	",,,,,
"金山青年活動中心（簡稱金青中心） 離金山蹦火船文化遺址的 磺港漁港就在隔壁而已！	",,,,,
"價格便宜，環境還可以，有停車場，可惜是帆布的，彰化省錢的住宿好地方∼	",,,,,
"簡單、乾淨，不過我那一間房間的冷氣風口直通床，沒發現櫃子裡有多加被子，冷了一晚	",,,,,
"重新整理過的老飯店，一間還不錯住的商旅，有簡單早餐可以用	",,,,,
"房間，明明是人員疏失影響我們的行程，換房的當下也沒有感受到櫃檯的歉意。	",,,,,
"服務人員相當熱心 房間設計風格新穎 可能管線設計不良 廁所一直有化糞池的味道	",,,,,
"一樓還有城中咖啡廳，讓人休憩品咖啡3.5好友聊天好地方。	",,,,,
"環境乾淨、舒適、早餐好吃，2樓空中花園讓我有個美好回憶，服務真的很不錯！	",,,,,
環境很乾淨，設備很好，整體很棒，下次還想再住,,,,,
"服務態度好，環境品質優，有電梯有停車早餐，平價的高環境住宿品質！離夜市近又方便。	",,,,,
"鄰近市區鬧區的夜市，交通方便，走溫馨小房路線。背包旅行不挑剔休息一晚是還可以。	",,,,,
"真的沒話講，環境、氣氛、衛生、設施，都很棒，下次來宜蘭一定再來住	",,,,,
"竹美溫泉會館！風景優美！溫泉好！停車方便！服務好！放鬆心情的好地方！	",,,,,
"不錯，適合親子，有附嬰兒床及澡盆，早餐有豬腳飯跟燒肉飯還有海鮮粥及杏仁茶	",,,,,
"房間有附電水壺，如有吃宵夜習慣，建議可以先買乾糧泡麵 住的是一般房型	",,,,,
"很新的房子！老闆親戚...室內舒適..有海鮮早點！超讚	",,,,,
"房間乾淨舒適，還有陽台?? ~ 早餐還可以中西選擇 。', '阿麵	",,,,,
"住宿價格秀割大碗，搭配衝浪很完美，老闆年輕人很好聊，有附早餐	",,,,,
"老闆人很好 環境棒 睡覺隱私超好 放鬆的好地方	",,,,,
"很舒服的背包客房∼很乾淨很有質感∼超推薦大家來住的∼在地人的風格很爽朗哈哈哈	",,,,,
"房間乾淨清潔，假日也有可以休息的房間，不會像有些飯店，到了假日就沒有休息的房間	",,,,,
"早班櫃檯，後面還要叫我補錢，真是傻眼了我	",,,,,
"裡面不是海鮮的食物偏貴	",,,,,
"、魚粥、湯品。西式：法國吐司、鬆餅、生菜沙拉、可頌、蛋糕。	",,,,,
"萬豪集團 四星級的飯店，有三溫暖，健身房，游泳池， 房間也不錯， 推薦來住，	",,,,,
"我這次去吃二樓的中菜，是上海江浙菜（服務員說的），價位還算可以，服務也到位。	",,,,,
"很好的民宿，有電梯，有很棒的庭院，很豐富的中式早餐，房間也很好。	",,,,,
"老闆娘很熱心親切，貓貓狗狗都很親人，很適合培養小朋友與小動物的互動情誼。	",,,,,
"小孩若不喝咖啡水，無任何飲料可喝 4.	",,,,,
"老闆很親切，早餐中西式很好吃喔，園區種了很多花好漂亮，我們全家都喜歡。	",,,,,
"房間乾淨，空間大，環境清幽，老闆熱情有勁，值得再次入住的好地方	",,,,,
"環境乾淨衛生，風景清幽怡人，地點便利鬧中取靜，庄主和善親切。	",,,,,
"櫃檯親切 房間漂亮 服務良好 非常棒的住宿體驗 有機會會在來	",,,,,
"地點在台北車站新光三越旁，交通真方便，樓下有麥當勞跟星巴克，生活機能便利。	",,,,,
"床很好睡，有夜燈，服務人員超親切。大廳很適合拍照。	",,,,,
"優點是有附麻將等玩樂的東西，且可以烤肉滿不錯玩的，老闆人也非常親切。	",,,,,
"環境滿乾淨的，還算舒適，有木頭香。郊外難免蚊蟲多，隔音有點差，夜晚會聽到狗吠	",,,,,
"環境優美，很棒的溫泉游泳池，貼心的早餐，最適合的親子露營區！	",,,,,
"有水有沙坑有民宿有冷凍庫, 老闆晚上會放電影發小零食給小朋友, 很有心。	",,,,,
"設備完善 休閒設施遊樂活動 適合大人小孩 這個非常好的露營場地	",,,,,
"四人房，房間有煙味，毛巾很臭不知道是什麼藥水味。枕頭難睡，早餐普通份量ok	",,,,,
"服務親切∼房間設施完善，浴室很棒！整體裝潢具有風格∼離車站近 交通方便 ，大推！	",,,,,
"服務人員細心又有耐心，主動介紹和推薦景點，還有道路救援服務，去台中必住大推！	",,,,,
"住宿乾淨，背包客棧的價錢，給一間房間，附近最便宜的一間民宿，CP值高，值得推薦。	",,,,,
"簡單乾淨的好地方，大哥大姐熱情親切，價格便宜合理，地點超好，面向太平洋無敵海景。	",,,,,
"很舒適，有洗衣機，飲水機。老闆老闆人很好	",,,,,
"一個7歲小孩，4個大人，以為會太擠，結果床都蠻大，一個大人跟小小孩睡很足夠了。	",,,,,
"浴室裝潢很新很乾淨，非常值得！	",,,,,
"環境優雅乾淨主人親切有如家人且價格合理值得推薦	",,,,,
"乾淨的房間親切的接待，就像回到自己家，推……	",,,,,
"空間很美,很用心，主人待人友善，令人有回到家的感覺！	",,,,,
推薦全家大小一起來 大人泡溫泉 小孩玩冷泉 餐點也超級好吃 秒殺雞名不虛傳??,,,,,
"老闆和老闆娘很親切，預定的桶仔雞超好吃??非常推薦親子旅遊喔', '高怡萍	",,,,,
"老闆親切房間舒適乾淨，頂樓有免費洗衣 ，床鋪柔軟淋浴水壓足夠，讓旅人放鬆身心疲憊	",,,,,
"小巧精緻，有冰箱、大電視，雖然空間偏小，但是空間設計很棒！	",,,,,
"古早味的早餐~頗具人文的裝潢＆還有親切的服務人員讚啦！	",,,,,
"房間很整潔，床和枕頭很舒服，民宿主人很熱情，距離七星潭也很近，值得推薦的住宿！	",,,,,
"房間大，浴室乾濕分離，老闆娘還介紹了不少花蓮優質景點,真的很不錯	",,,,,
"老闆超友善，房間乾淨，早餐好吃，停車方便，有電梯，適合行動不便的客戶。	",,,,,
"客房內有，劇院大電視音效像電影院一樣，超級棒。而且採用氣密窗，隔音非常好。	",,,,,
"新開幕的汽車旅館，房間設備都很新，房內乾淨舒適，車庫也好停車。	",,,,,
"超讚的很舒適 值得推薦 櫃檯服務也很親切 的為我需求推薦 房型	",,,,,
"房間整潔寬敞舒適設備完善??價格親民??附近很多景點,逛街購物餐飲交通皆方便",,,,,
"18樓早餐 餐飲 客房 櫃檯服務 會議廳 設施佳 工作人員 敬業	",,,,,
"服務品質良好房間視野極佳,基隆港區美景一覽無遺,飯店格局稍微老舊.	",,,,,
"在18樓吃午餐 選在靠窗可遠眺海景 菜色不錯 水果甜度頗高 服務人員笑容可掬親切	",,,,,
"風景優美服務佳，本館低於馬路房間很悶電視收訊很差。下次訂房耍訂小木屋或較高樓層。	",,,,,
"現在明池遊樂區， 風景極美，住宿飯店雖沒冷氣，氣溫宜人，平日來很悠閑。	",,,,,
"空氣好景觀好多吸芬多精遠離都市放鬆身心靈餐廳cP值高	",,,,,
超棒的住宿、親子設施小火車、是飯店等級??????超級,,,,,
"寬闊的大草地、高度適中的碗公溜滑梯還有不限次數的小火車。	",,,,,
"便宜 服務及房間都不錯 一樓備有免費咖啡及咖啡用鮮奶 也有小廚房供使用	",,,,,
不論背包客房間或四人房都很讚∼ 老闆娘很熱情親切???? 會推薦親朋好友來的住宿,,,,,
老闆很親切的介紹景點、小吃 還有提供脫水機及曬乾裝備的地方 房間乾淨舒適,,,,,
"公寓外觀長的有點嚇人 但是裡面裝潢還不錯 隔音有點差	",,,,,
"環境尚可 價格便宜且鄰近中國醫藥大學 適合小型聚會或不想花費太多的背包客	",,,,,
"廁所會淹水、有蜘蛛網、房間不太乾淨	",,,,,
"親近大自然好地方 烤肉玩水方便費用便宜 適合家人朋友聚會	",,,,,
"老闆跟老闆娘非常親切，農場離溪邊很近，又能烤肉，非常適合家族旅遊及個人放鬆行程	",,,,,
"住宿乾淨，屋主還會帶野外體驗營 泰雅風味餐及特色烤肉都很讚	",,,,,
"房間設施裝潢較舊 公共空間不多 早餐好吃份量足 停車非常方便	",,,,,
"因為夜市的小吃太鹹，回飯店後有杯啤酒就揪心了。	",,,,,
"樓下及隔音效果不好，最糟的問題：冷氣跟冰箱吵一直發出聲音，吵的要命。	",,,,,
"地點好、房間大、乾淨舒適、安靜。老闆和老闆娘超親切又熱情的，推薦的小吃超讚的。	",,,,,
"還有送美食餐卷（彰化素食、阿璋肉圓、貓鼠麵三擇一）彰化素食大推！不油∼份量很足！	",,,,,
"老闆人很親切，裡面裝潢蠻復古的，價位也不高，還有附贈早餐，很棒	",,,,,
"有基本盥洗用品，走廊有公用飲水機，行李室有公用洗衣機。烘乾要到樓下自助洗衣店。	",,,,,
"平價、房間乾淨舒適、離夜市很近、附近也有公車站牌！服務人員超級親切！大推！！	",,,,,
"床就是便宜爛彈簧床 枕頭也是超爛羽絨枕。	",,,,,
"新的裝潢 房間空間也太大了吧！櫃檯服務態度很好 也很熱心幫忙聯絡安排?	",,,,,
"早餐菜色有夠差，看到稀飯還沒了，蒸蛋已經爛糊糊 一進去廁所就踩到一攤水？？？	",,,,,
"，另外有熱豆漿，熱咖啡，冷飲有果汁及日式煎茶，整體很讚	",,,,,
"服務人員態度很好，房間很乾淨整個人住在這飯店很清鬆，早餐超級棒，很值得在來一次	",,,,,
"背包客房 每個床位窗簾都隔的很好，不怕吵到其他人。空調舒適。	",,,,,
"很好的背包客棧 便宜、乾淨、隨性 老闆娘基本上都是隨時可電話聯絡 服務算很不錯	",,,,,
"房間寬敞乾淨有泳池健身房三溫暖設備 早餐菜色豐富選擇性多 有機會到雲林會再入住	",,,,,
"飯店的Buffet餐點品質越來越退步，人員服務速度非常慢，...實在很失望！	",,,,,
"衛浴乾淨，水壓很夠且浴缸很棒，四人家庭房空間算大的了 2.	",,,,,
"民宿設計很棒，房間跟公共空間寬敞，讓人覺得很舒適，早餐跟下午茶也很好吃。	",,,,,
"親子住宿好地方 主人家熱情照顧 早餐好有大特色 地點十份之清淨	",,,,,
"串燒，配上美美又有質感的大廳裝潢，這是大飯店無法辦到的體驗。	",,,,,
"民宿老闆 老闆娘和她們的女兒都很親切 民宿裡還有火車可搭乘 家庭式早餐也好吃	",,,,,
"超棒的環境，有還在使用的小火車，充滿檜木香的房間和漂亮的居住景觀，大推薦！	",,,,,
"放鬆心情渡假好去處，老板娘好手藝，?	",,,,,
"風景很美，代訂的晚餐菜色很棒，附早餐，房間內有泡湯池，很舒適！	",,,,,
"老闆娘和員工小姐人很好，待人親切 民宿裝潢很棒！四周環境清幽，住宿價格又公道！	",,,,,
"，另外咖啡、土司、饅頭也有，離景點都很近住起來滿舒服、放鬆的！	",,,,,
"空間寬敞、置物鐵架，很像學生宿舍 衛浴乾淨、克難桌椅，大廳燈光昏暗	",,,,,
"交通方便，附近也熱鬧。房間舒適，但夏天房裡有蚊子。有提供吹風機與室內拖鞋。	",,,,,
"交通方便，在桃園火車站行過來十分鐘就到喇；地方整齊整潔，員工都有禮，主動幫助客人	",,,,,
"房間非常舒適乾淨，老闆和老闆娘也很親切，親手做的早餐很用心，非常美味	",,,,,
"裝潢 品質 服務 都是一級棒	",,,,,
"舒適讓旅客十足的放鬆空間	",,,,,
"房間設計風格很不錯，但是床墊偏硬，枕頭太扁，而且房間內沒有冰箱	",,,,,
"裝潢清新，地點位置不錯，離市區很近	",,,,,
"超優質民宿 乾淨 cp值超高，接待很親切 讓人放鬆的民宿！	",,,,,
"房價便宜，但房間設備老舊，乾淨程度普通，浴室無溫泉，僅有需著泳裝的溫泉大水池。	",,,,,
"陸客多，腳踏車超難騎，spa池的水感覺髒髒的，早餐還可以	",,,,,
"熱咖啡、熱豆漿的杯子怎麼不是玻璃杯，而用朔膠杯，且每個杯子裡都黃黃的~	",,,,,
"老闆很好，浴室很大。適合全家一起。早餐蛋餅老闆娘親自做的，很好吃！	",,,,,
"山景房確實能從窗戶看到遠處山景，可惜並無特色，且隔壁天台也近在呎尺。	",,,,,
"老闆娘人超級好的喔 還借房客機車去拿失物喔 房間跟浴池也算還不錯了喔	",,,,,
"房間環境服務都很棒，但101號房的網路訊號滿不好的，wifi訊號也不是很好呢??	",,,,,
"服務親切.床有點軟（個人習慣）.停車位不在館內（步行距離三分鐘）.沙發不適合久坐	",,,,,
"房價高cp值！親切管家服務∼周邊景點都很詳細介紹！每個館都想去住∼^_^	",,,,,
人美心美，熱情的小姐姐會介紹觀光景點，遊覽藍眼淚，這樣的良心老闆娘不多了,,,,,
"裝潢氣派，房間設備全，房價含早餐、宵夜、24小時甜點咖啡，CP值高。	",,,,,
"宵夜有擔擔麵、粥、肉燥、茶葉蛋、滷蛋、水果、挫冰、蛋糕、冰淇淋等，非常豐富！	",,,,,
"房間舒適度高，餐廳菜色不錯，有五星水準，服務人員相當親切！地點位於市中心中	",,,,,
"看看高雄屏東 二人房2000秋冬補助二名額再送等值900 過點原住民風	",,,,,
"，食材多自產，最棒的是，好客的員工!	",,,,,
"老闆和老闆娘服務超好，原住民民宿特色！	",,,,,
"很乾淨，一塵不染。一樓是租書店，二樓客廳，三樓住宿。	",,,,,
"乾淨舒適，老闆娘很替人著想，讓我們有美好的恆春墾丁回憶！	",,,,,
"小吃，隔壁是捷安特腳踏車店，門口有貼出租腳踏車，也可以騎腳踏車走走逛逛	",,,,,
"的蚊子，浴室置物空間較少小不便，其他都挺好。一樓還有公共空間，及廚房，洗衣機器	",,,,,
"我住雙人房 隔音效果極差 空間小 房間設備簡陋 一晚還要2千多！！非常不推薦這間	",,,,,
"舒服的背包客棧，主人用心環境很棒，床也舒服，照片是真的??'	",,,,,
"環境清幽，房間舒適，可烤肉騎腳踏車，老闆熱情，附近冷泉很棒，非常放鬆的地方！	",,,,,
"早餐是由館長女生親手準備的西式早點，吐司三名治+水果，搭配咖啡+牛奶或豆漿。	",,,,,
"老闆夫妻親切，住宿環境超棒，烤肉食材新鮮好吃，早餐也很豐盛美味!推薦大家!	",,,,,
"老闆服務?度很好又很新切，可以推薦住宿的好地方	",,,,,
"老闆很親切 價格非常親民 廁所洗澡水壓超大水很快就熱了 非常乾淨舒服的民宿	",,,,,
"離市區2分鐘 環境清幽 屋主專業	",,,,,
"服務貼心，可以跟櫃台借用嬰兒浴缸還有嬰兒床，樓下遊樂器材可以讓小孩玩很久	",,,,,
"距離車站台東市都很近，大廳有會迎賓的貓，內部兒童設施很不錯，還有泳池，很適合親子	",,,,,
"早餐蠻豐富的，房間乾淨，二樓的遊戲區的管理員(蛤仔)讓小朋友玩的不易樂乎	",,,,,
"老闆服務態度很好，也包含機場接送，也可以跟民宿老闆租機車。房間很乾淨。	",,,,,
"環境清幽，價格合理，老闆及老闆娘親切、熱情，還有提供租車服務，真的很方便！	",,,,,
"老闆熱情，服務品質不錯，價格公道！	",,,,,
"住起來很舒適，老闆很熱情	",,,,,
"環境不錯，生活優雅，全新整理	",,,,,
"親切，實惠！人情位濃厚！早餐好吃有特色	",,,,,
"這邊超級棒的，老闆娘超熱情的	",,,,,
"房間芳香，住宿舒適，相距梅花湖很近，慢慢地欣賞風景很放鬆，唯一可惜的是房價偏高	",,,,,
"公共大廳區域有供應 茶葉、咖啡、手沖咖啡用具等。	",,,,,
"在那聊天聚會，唯一早餐份量太少了，烤吐司機過量使用易烤焦。	",,,,,
"民宿在群山中間很美的風景，房間舒適乾淨，老闆人很好	",,,,,
老闆還特別開車帶我們走走去看螢火蟲 隔天的中式早餐特別好吃?? 有機會還想來住,,,,,
"優美的地理環境，服務親切的主人，豐盛的早餐，讓住宿的旅客感覺自在、心情放鬆。	",,,,,
"老闆娘非常好，車子壞了老闆娘也提供在地良好廠商，環境清幽，小孩有圖書和玩具可以玩	",,,,,
"七月的太陽很毒辣, 房間冷氣會有點不夠力, 如果能再提供個電扇會更好.	",,,,,
"地點好、老闆好、房間好、服務好、有很多可愛小動物、可以屋頂觀星看日出	",,,,,
很親切的花爸和花媽，民宿可愛動物生態豐富，活動安排的人員非常專業????,,,,,
"房間內部乾淨，廁所與浴室採乾濕分離。但隔音不佳，會聽得到房間外的聲音。	",,,,,
雖然房內空間小了點，但服務態度友善，環境明亮，早餐套餐很讚??,,,,,
寧靜的環境 雅緻的房間 熱情的老闆 讓你感覺像家一樣的舒適??,,,,,
"房間蠻舒服的，而且早餐很好吃，交誼廳超讚溫馨，懶人骨頭很可以廢一整天	",,,,,
"房門底部跟地板的間隔非常大，沒有隔音可言，不過旅館有提供耳塞。	",,,,,
"很特別的店，本以為是咖啡廳，沒想到是隱身在都市中的文青旅店。	",,,,,
"房間寢物都很乾淨服務人員親切，這樣的價格與地點算是很棒的了，很值得推薦的旅店！	",,,,,
"到高雄就是要住這��.火車站.客運站.捷運站都在附近.又清靜。	",,,,,
