reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
老闆很熱心把客人當家人一樣一一介紹景點給我們房間大又乾淨Cp值爆表,1.0,1.0,0.0,1.0,1.0,"老闆(Na),很(Dfa),熱心(VJ),把(P),客人(Na),當(VG),家人(Na),一樣(VH),一一(D),介紹(VE),景點(Na),給(VD),我們(Nh),房間(Nc),大(VH),又(Caa),乾淨(VH),Cp值(FW),爆表(VE)","老闆(Na),很(Dfa),熱心(VJ),客人(Na),家人(Na),介紹(VE),景點(Na),房間(Nc),大(VH),乾淨(VH),Cp值(FW),爆表(VE)","老闆(Na),客人(Na),家人(Na),景點(Na),房間(Nc)"
離火車站近停車方便附近有711和全家飲料店阿亮雞排重點是老闆人很好,0.0,1.0,1.0,0.0,1.0,"離(P),火車站(Nc),近(Da),停車(VA),方便(VH),附近(Nc),有(V_2),711(Neu),和(Caa),全家(Nb),飲料店(Nc),阿亮(Nb),雞排(Na),重點(Na),是(SHI),老闆(Na),人(Na),很(Dfa),好(VH)","火車站(Nc),近(Da),停車(VA),方便(VH),附近(Nc),711(Neu),全家(Nb),飲料店(Nc),阿亮(Nb),雞排(Na),重點(Na),老闆(Na),人(Na),很(Dfa),好(VH)","火車站(Nc),附近(Nc),711(Neu),全家(Nb),飲料店(Nc),阿亮(Nb),雞排(Na),重點(Na),老闆(Na),人(Na)"
Cp值很高14樓辦理住宿咖啡好喝浴室明亮隔音效果不佳床好睡,1.0,1.0,0.0,0.0,1.0,"Cp值(FW),很(Dfa),高(VH),14樓(Neu),辦理(VC),住宿(VA),咖啡(Na),好喝(VH),浴室(Nc),明亮(VH),隔音(A),效果(Na),不佳(VH),床(Na),好(VH),睡(VA)","Cp值(FW),很(Dfa),高(VH),14樓(Neu),辦理(VC),住宿(VA),咖啡(Na),好喝(VH),浴室(Nc),明亮(VH),隔音(A),效果(Na),不佳(VH),床(Na),好(VH),睡(VA)","14樓(Neu),咖啡(Na),浴室(Nc),效果(Na),床(Na)"
絕對值得回訪服務好位置好設備乾淨歐舒丹盥洗用品台北街道的夜景,0.0,0.0,1.0,1.0,1.0,"絕對(D),值得(VH),回訪(VC),服務(VC),好(VH),位置(Na),好(VH),設備(Na),乾淨(VH),歐舒丹(Nb),盥洗(VA),用品(Na),台北(Nc),街道(Na),的(DE),夜景(Na)","絕對(D),值得(VH),回訪(VC),服務(VC),好(VH),位置(Na),好(VH),設備(Na),乾淨(VH),歐舒丹(Nb),盥洗(VA),用品(Na),台北(Nc),街道(Na),夜景(Na)","位置(Na),設備(Na),歐舒丹(Nb),用品(Na),台北(Nc),街道(Na),夜景(Na)"
位在繁華商圈房間乾淨整潔櫃檯人員親切還附早餐送到房很棒的商旅會再入住,0.0,0.0,1.0,1.0,1.0,"位在(VJ),繁華(VH),商圈(Nc),房間(Nc),乾淨(VH),整潔(VH),櫃檯(Nc),人員(Na),親切(VH),還(D),附(VC),早餐(Na),送到(VCL),房(Na),很(Dfa),棒(VH),的(DE),商旅(Na),會(D),再(D),入住(VCL)","位在(VJ),繁華(VH),商圈(Nc),房間(Nc),乾淨(VH),整潔(VH),櫃檯(Nc),人員(Na),親切(VH),還(D),附(VC),早餐(Na),送到(VCL),房(Na),很(Dfa),棒(VH),商旅(Na),會(D),再(D),入住(VCL)","商圈(Nc),房間(Nc),櫃檯(Nc),人員(Na),早餐(Na),房(Na),商旅(Na)"
需求恐需久侯地點便利步行可至台北車站或西門商圈算是經濟住宿的一個選項,1.0,0.0,1.0,0.0,1.0,"需求(Na),恐(VK),需(VK),久侯(VH),地點(Na),便利(VL),步行(VA),可(D),至(P),台北(Nc),車站(Nc),或(Caa),西門(Nc),商圈(Nc),算是(VG),經濟(Na),住宿(VA),的(DE),一(Neu),個(Nf),選項(Na)","需求(Na),恐(VK),需(VK),久侯(VH),地點(Na),便利(VL),步行(VA),台北(Nc),車站(Nc),西門(Nc),商圈(Nc),算是(VG),經濟(Na),住宿(VA),選項(Na)","需求(Na),地點(Na),台北(Nc),車站(Nc),西門(Nc),商圈(Nc),經濟(Na),選項(Na)"
房間有獨立衛浴設備空間超棒,0.0,1.0,0.0,0.0,0.0,"房間(Nc),有(V_2),獨立(VH),衛浴(Na),設備(Na),空間(Na),超棒(VH)","房間(Nc),獨立(VH),衛浴(Na),設備(Na),空間(Na),超棒(VH)","房間(Nc),衛浴(Na),設備(Na),空間(Na)"
現場服務人員親切友善交誼大廳很大太空艙膠囊房舒適又超有特色,0.0,1.0,0.0,0.0,1.0,"現場(Nc),服務(VC),人員(Na),親切(VH),友善(VH),交誼(VA),大廳(Nc),很(Dfa),大(VH),太空艙(Na),膠囊房(Nc),舒適(VH),又(Caa),超(Dfa),有(V_2),特色(Na)","現場(Nc),服務(VC),人員(Na),親切(VH),友善(VH),交誼(VA),大廳(Nc),很(Dfa),大(VH),太空艙(Na),膠囊房(Nc),舒適(VH),超(Dfa),特色(Na)","現場(Nc),人員(Na),大廳(Nc),太空艙(Na),膠囊房(Nc),特色(Na)"
房間較小環境乾淨價格親民不習慣雙人床稍小,1.0,1.0,0.0,1.0,0.0,"房間(Nc),較(Dfa),小(VH),環境(Na),乾淨(VH),價格(Na),親民(VH),不(D),習慣(VL),雙人床(Na),稍(D),小(VH)","房間(Nc),小(VH),環境(Na),乾淨(VH),價格(Na),親民(VH),不(D),習慣(VL),雙人床(Na),稍(D),小(VH)","房間(Nc),環境(Na),價格(Na),雙人床(Na)"
老闆體貼又親切又有美味早餐吃超推薦,0.0,0.0,0.0,0.0,1.0,"老闆(Na),體貼(VJ),又(Caa),親切(VH),又(Caa),有(V_2),美味(VH),早餐(Na),吃(VC),超(Dfa),推薦(VC)","老闆(Na),體貼(VJ),親切(VH),美味(VH),早餐(Na),吃(VC),超(Dfa),推薦(VC)","老闆(Na),早餐(Na)"
平價老闆娘親切但床單似乎不乾淨身體會癢,1.0,0.0,0.0,1.0,1.0,"平價(Na),老闆娘(Na),親切(VH),但(Cbb),床單(Na),似乎(D),不(D),乾淨(VH),身體(Na),會(D),癢(VH)","平價(Na),老闆娘(Na),親切(VH),床單(Na),似乎(D),不(D),乾淨(VH),身體(Na),會(D),癢(VH)","平價(Na),老闆娘(Na),床單(Na),身體(Na)"
專業型開飲機有小陽台曬一下衣服隔天就會乾老闆很親切很優的民宿推,0.0,1.0,0.0,0.0,1.0,"專業型(Na),開飲機(Na),有(V_2),小(VH),陽台(Na),曬(VJ),一下(Nd),衣服(Na),隔天(Nd),就(D),會(D),乾老闆(VH),很(Dfa),親切(VH),很(Dfa),優(VH),的(DE),民宿(Nc),推(VC)","專業型(Na),開飲機(Na),小(VH),陽台(Na),曬(VJ),一下(Nd),衣服(Na),隔天(Nd),會(D),乾老闆(VH),很(Dfa),親切(VH),很(Dfa),優(VH),民宿(Nc),推(VC)","專業型(Na),開飲機(Na),陽台(Na),一下(Nd),衣服(Na),隔天(Nd),民宿(Nc)"
房間舒適床很好睡不在鬧區所以摩托車噪音少一覺好眠,0.0,1.0,1.0,0.0,0.0,"房間(Nc),舒適(VH),床(Na),很(Dfa),好(VH),睡(VA),不(D),在(VCL),鬧區(Nc),所以(Cbb),摩托車(Na),噪音(Na),少(VH),一(Di),覺(Na),好(VH),眠(VA)","房間(Nc),舒適(VH),床(Na),很(Dfa),好(VH),睡(VA),不(D),鬧區(Nc),摩托車(Na),噪音(Na),少(VH),覺(Na),好(VH),眠(VA)","房間(Nc),床(Na),鬧區(Nc),摩托車(Na),噪音(Na),覺(Na)"
這家窩旅有提供一個交誼廳的空間能消除沉默彼此打開心分享旅遊經驗與美食分享,0.0,1.0,0.0,0.0,0.0,"這(Nep),家(Nf),窩旅(Nb),有(V_2),提供(VD),一(Neu),個(Nf),交誼廳(Nc),的(DE),空間(Na),能(D),消除(VC),沉默(VH),彼此(Nh),打開(VC),心(Na),分享(VJ),旅遊(VA),經驗(Na),與(Caa),美食(Na),分享(VJ)","家(Nf),窩旅(Nb),提供(VD),交誼廳(Nc),空間(Na),消除(VC),沉默(VH),打開(VC),心(Na),分享(VJ),旅遊(VA),經驗(Na),美食(Na),分享(VJ)","家(Nf),窩旅(Nb),交誼廳(Nc),空間(Na),心(Na),經驗(Na),美食(Na)"
而且廚房有提供餅乾飲料可以買其實也可以不用去到全家買,0.0,1.0,0.0,0.0,1.0,"而且(Cbb),廚房(Nc),有(V_2),提供(VD),餅乾(Na),飲料(Na),可以(D),買(VC),其實(D),也(D),可以(D),不用(D),去(VCL),到(P),全(Neqa),家(Nc),買(VC)","廚房(Nc),提供(VD),餅乾(Na),飲料(Na),買(VC),其實(D),不用(D),去(VCL),全(Neqa),家(Nc),買(VC)","廚房(Nc),餅乾(Na),飲料(Na),全(Neqa),家(Nc)"
而且離車站客運站都很近有機會會想回住,0.0,0.0,1.0,0.0,0.0,"而且(Cbb),離(P),車站(Nc),客運站(Nc),都(D),很(Dfa),近(VH),有(V_2),機會(Na),會(D),想(VE),回住(VCL)","車站(Nc),客運站(Nc),都(D),很(Dfa),近(VH),機會(Na),會(D),想(VE),回住(VCL)","車站(Nc),客運站(Nc),機會(Na)"
離車站好近房間很大隨時訂放都有人接洽雖然不是主題民宿推薦洽公背包客住宿,0.0,1.0,1.0,0.0,1.0,"離(P),車站(Nc),好(Dfa),近(VH),房間(Nc),很(Dfa),大(VH),隨時(D),訂放(VC),都(D),有(V_2),人(Na),接洽(VC),雖然(Cbb),不(D),是(SHI),主題(Na),民宿(Nc),推薦(VC),洽公(VA),背包客(Na),住宿(VA)","車站(Nc),好(Dfa),近(VH),房間(Nc),很(Dfa),大(VH),隨時(D),訂放(VC),都(D),人(Na),接洽(VC),不(D),主題(Na),民宿(Nc),推薦(VC),洽公(VA),背包客(Na),住宿(VA)","車站(Nc),房間(Nc),人(Na),主題(Na),民宿(Nc),背包客(Na)"
4人房空間超大床埔也大整體乾淨舒適超讚,0.0,1.0,0.0,1.0,0.0,"4(Neu),人(Na),房(Na),空間(Na),超大(A),床埔(Nc),也(D),大(VH),整體(Na),乾淨(VH),舒適(VH),超讚(Dfa)","4(Neu),人(Na),房(Na),空間(Na),超大(A),床埔(Nc),大(VH),整體(Na),乾淨(VH),舒適(VH),超讚(Dfa)","4(Neu),人(Na),房(Na),空間(Na),床埔(Nc),整體(Na)"
價格公道的背包客民宿老闆也蠻客氣的旁邊還有機車等代步工具可租乘,1.0,1.0,0.0,0.0,1.0,"價格(Na),公道(VH),的(DE),背包客(Na),民宿(Nc),老闆(Na),也(D),蠻(Dfa),客氣(VH),的(DE),旁邊(Ncd),還(D),有(V_2),機車(Na),等(Cab),代步(VA),工具(Na),可(D),租(VC),乘(VC)","價格(Na),公道(VH),背包客(Na),民宿(Nc),老闆(Na),蠻(Dfa),客氣(VH),旁邊(Ncd),還(D),機車(Na),代步(VA),工具(Na),租(VC)","價格(Na),背包客(Na),民宿(Nc),老闆(Na),旁邊(Ncd),機車(Na),工具(Na)"
烤肉區沙坑還有山景一切都很棒老闆及老闆娘人超親切5星級,0.0,1.0,1.0,0.0,1.0,"烤肉區(Nc),沙坑(Na),還(Caa),有(V_2),山景(Na),一切(Neqa),都(D),很(Dfa),棒(VH),老闆(Na),及(Caa),老闆娘(Na),人(Na),超(Dfa),親切(VH),5星級(Na)","烤肉區(Nc),沙坑(Na),還(Caa),山景(Na),都(D),很(Dfa),棒(VH),老闆(Na),老闆娘(Na),人(Na),超(Dfa),親切(VH),5星級(Na)","烤肉區(Nc),沙坑(Na),山景(Na),老闆(Na),老闆娘(Na),人(Na),5星級(Na)"
老闆親切晚餐早餐豐盛房間有冷暖器床很舒適贊,0.0,1.0,0.0,0.0,1.0,"老闆(Na),親切(VH),晚餐(Na),早餐(Na),豐盛(VH),房間(Nc),有(V_2),冷暖器(Na),床(Na),很(Dfa),舒適(VH),贊(VC)","老闆(Na),親切(VH),晚餐(Na),早餐(Na),豐盛(VH),房間(Nc),冷暖器(Na),床(Na),很(Dfa),舒適(VH),贊(VC)","老闆(Na),晚餐(Na),早餐(Na),房間(Nc),冷暖器(Na),床(Na)"
老闆親切住宿環境乾淨又可以俯瞰三義地區很適合小旅行的住宿地點,0.0,0.0,1.0,1.0,1.0,"老闆(Na),親切(VH),住宿(VA),環境(Na),乾淨(VH),又(Caa),可以(D),俯瞰(VC),三義(Nc),地區(Nc),很(Dfa),適合(VH),小(VA),旅行(VA),的(DE),住宿(VA),地點(Na)","老闆(Na),親切(VH),住宿(VA),環境(Na),乾淨(VH),俯瞰(VC),三義(Nc),地區(Nc),很(Dfa),適合(VH),小(VA),旅行(VA),住宿(VA),地點(Na)","老闆(Na),環境(Na),三義(Nc),地區(Nc),地點(Na)"
簡單舒適附高速電腦呢還可以租車子又靠近東林鬧區方便又舒適,0.0,1.0,1.0,0.0,0.0,"簡單(VH),舒適(VH),附(VC),高速(VH),電腦(Na),呢(T),還可以(D),租(VD),車子(Na),又(D),靠近(VC),東林(Nc),鬧區(Nc),方便(VH),又(Caa),舒適(VH)","簡單(VH),舒適(VH),附(VC),高速(VH),電腦(Na),還可以(D),租(VD),車子(Na),靠近(VC),東林(Nc),鬧區(Nc),方便(VH),舒適(VH)","電腦(Na),車子(Na),東林(Nc),鬧區(Nc)"
民宿不豪華但配備齊全大廳寬敞明亮設有理髮部門門口備有單車可免費租乘,0.0,1.0,0.0,0.0,0.0,"民宿(Nc),不(D),豪華(VH),但(Cbb),配備(Na),齊全(VH),大廳(Nc),寬敞(VH),明亮(VH),設有(VJ),理髮(VB),部門(Na),門口(Nc),備有(VJ),單車(Na),可(D),免費(VH),租乘(VC)","民宿(Nc),不(D),豪華(VH),配備(Na),齊全(VH),大廳(Nc),寬敞(VH),明亮(VH),設有(VJ),理髮(VB),部門(Na),門口(Nc),備有(VJ),單車(Na),免費(VH),租乘(VC)","民宿(Nc),配備(Na),大廳(Nc),部門(Na),門口(Nc),單車(Na)"
住貨櫃改成房屋一個人尚可如二位吊衣服沒衣架沒熱開水可用,0.0,1.0,0.0,0.0,0.0,"住(Na),貨櫃(Na),改成(VG),房屋(Na),一(Neu),個(Nf),人(Na),尚可(D),如(P),二(Neu),位(Nf),吊(VC),衣服(Na),沒(VJ),衣架(Na),沒(VJ),熱(VHC),開水(Na),可(D),用(VC)","住(Na),貨櫃(Na),改成(VG),房屋(Na),人(Na),尚可(D),二(Neu),位(Nf),吊(VC),衣服(Na),沒(VJ),衣架(Na),沒(VJ),熱(VHC),開水(Na)","住(Na),貨櫃(Na),房屋(Na),人(Na),二(Neu),位(Nf),衣服(Na),衣架(Na),開水(Na)"
很像日本膠囊旅館距離捷運站非常近,0.0,0.0,1.0,0.0,0.0,"很(Dfa),像(VG),日本(Nc),膠囊(Na),旅館(Nc),距離(P),捷運站(Nc),非常(Dfa),近(VH)","很(Dfa),日本(Nc),膠囊(Na),旅館(Nc),距離(P),捷運站(Nc),非常(Dfa),近(VH)","日本(Nc),膠囊(Na),旅館(Nc),捷運站(Nc)"
房間乾淨整潔全家出遊住宿包棟很方便就是車位要稍微找一下,0.0,1.0,0.0,1.0,0.0,"房間(Nc),乾淨(VH),整潔(VH),全(Na),家(Nc),出遊(VA),住宿(VA),包(A),棟(Nf),很(Dfa),方便(VH),就(D),是(SHI),車位(Na),要(D),稍微(D),找(VC),一下(Nd)","房間(Nc),乾淨(VH),整潔(VH),全(Na),家(Nc),出遊(VA),住宿(VA),包(A),棟(Nf),很(Dfa),方便(VH),車位(Na),稍微(D),找(VC),一下(Nd)","房間(Nc),全(Na),家(Nc),棟(Nf),車位(Na),一下(Nd)"
不錯的地方裝潢也很美,0.0,1.0,0.0,0.0,0.0,"不錯(VH),的(DE),地方(Na),裝潢(Na),也(D),很(Dfa),美(VH)","不錯(VH),地方(Na),裝潢(Na),很(Dfa),美(VH)","地方(Na),裝潢(Na)"
去墾丁旅遊時若人數夠多建議可至此處包棟,0.0,0.0,0.0,0.0,0.0,"去(VCL),墾丁(Nc),旅遊(VA),時(Ng),若(Cbb),人數(Na),夠多(VH),建議(VE),可(D),至(P),此(Nep),處(Nc),包(VC),棟(Nf)","去(VCL),墾丁(Nc),旅遊(VA),時(Ng),人數(Na),夠多(VH),建議(VE),處(Nc),包(VC),棟(Nf)","墾丁(Nc),時(Ng),人數(Na),處(Nc),棟(Nf)"
蚊子很多蛋是店家很貼心的準備電蚊拍讓旅客能夠做做運動,0.0,1.0,0.0,0.0,1.0,"蚊子(Na),很多(Neqa),蛋(Na),是(SHI),店家(Na),很(Dfa),貼心(VH),的(DE),準備(VC),電蚊拍(Na),讓(VL),旅客(Na),能夠(D),做做(VC),運動(Na)","蚊子(Na),很多(Neqa),蛋(Na),店家(Na),很(Dfa),貼心(VH),準備(VC),電蚊拍(Na),旅客(Na),能夠(D),做做(VC),運動(Na)","蚊子(Na),很多(Neqa),蛋(Na),店家(Na),電蚊拍(Na),旅客(Na),運動(Na)"
環境乾淨有宵夜和早餐提供但是房間隔音不好整晚都會聽到隔壁音樂動滋動滋的聲音,0.0,1.0,0.0,1.0,1.0,"環境(Na),乾淨(VH),有(V_2),宵夜(Na),和(Caa),早餐(Na),提供(VD),但是(Cbb),房間(Nc),隔音(A),不(D),好(VH),整(Neqa),晚(Nf),都(D),會(D),聽到(VE),隔壁(Nc),音樂(Na),動(VH),滋(VH),動(VH),滋(Na),的(DE),聲音(Na)","環境(Na),乾淨(VH),宵夜(Na),早餐(Na),提供(VD),房間(Nc),隔音(A),不(D),好(VH),整(Neqa),晚(Nf),都(D),會(D),聽到(VE),隔壁(Nc),音樂(Na),動(VH),滋(VH),動(VH),滋(Na),聲音(Na)","環境(Na),宵夜(Na),早餐(Na),房間(Nc),整(Neqa),晚(Nf),隔壁(Nc),音樂(Na),滋(Na),聲音(Na)"
建議女湯個人淋浴上方可加置毛巾置物的架子卡片跟擦乾用的浴巾就不怕濕了,0.0,1.0,0.0,0.0,0.0,"建議(VE),女湯(Na),個人(Nh),淋浴(VA),上方(Ncd),可(D),加置(VC),毛巾(Na),置物(VC),的(DE),架子(Na),卡片(Na),跟(Caa),擦乾用(VC),的(DE),浴巾(Na),就(D),不(D),怕(VK),濕(VH),了(Di)","建議(VE),女湯(Na),個人(Nh),淋浴(VA),上方(Ncd),加置(VC),毛巾(Na),置物(VC),架子(Na),卡片(Na),擦乾用(VC),浴巾(Na),不(D),怕(VK),濕(VH)","女湯(Na),個人(Nh),上方(Ncd),毛巾(Na),架子(Na),卡片(Na),浴巾(Na)"
地理位置非常好交通方便環境乾淨浴室水柱強有按摩效果服務人員服務很好,0.0,1.0,1.0,1.0,1.0,"地理(Na),位置(Na),非常(Dfa),好(VH),交通(Na),方便(VH),環境(Na),乾淨(VH),浴室(Nc),水柱(Na),強(VH),有(V_2),按摩(Nv),效果(Na),服務(Nv),人員(Na),服務(VC),很(Dfa),好(VH)","地理(Na),位置(Na),非常(Dfa),好(VH),交通(Na),方便(VH),環境(Na),乾淨(VH),浴室(Nc),水柱(Na),強(VH),按摩(Nv),效果(Na),服務(Nv),人員(Na),服務(VC),很(Dfa),好(VH)","地理(Na),位置(Na),交通(Na),環境(Na),浴室(Nc),水柱(Na),按摩(Nv),效果(Na),服務(Nv),人員(Na)"
好早餐有粥小菜咖啡飲料土司和多種醬,0.0,0.0,0.0,0.0,1.0,"好(VH),早餐(Na),有(V_2),粥(Na),小菜(Na),咖啡(Na),飲料(Na),土司(Na),和(Caa),多(Neqa),種(Nf),醬(Na)","好(VH),早餐(Na),粥(Na),小菜(Na),咖啡(Na),飲料(Na),土司(Na),醬(Na)","早餐(Na),粥(Na),小菜(Na),咖啡(Na),飲料(Na),土司(Na),醬(Na)"
晚班小姐服務態度惡劣且價格說的也不依房間內很髒都是灰塵,0.0,0.0,0.0,1.0,1.0,"晚班(Na),小姐(Na),服務(VC),態度(Na),惡劣(VH),且(Caa),價格(Na),說(VE),的(DE),也(D),不(D),依(P),房間(Nc),內(Ncd),很(Dfa),髒(VH),都(D),是(SHI),灰塵(Na)","晚班(Na),小姐(Na),服務(VC),態度(Na),惡劣(VH),價格(Na),說(VE),不(D),房間(Nc),內(Ncd),很(Dfa),髒(VH),都(D),灰塵(Na)","晚班(Na),小姐(Na),態度(Na),價格(Na),房間(Nc),內(Ncd),灰塵(Na)"
靠火車站的一面聲音較大但也可觀察火車車站生態,0.0,1.0,1.0,0.0,0.0,"靠(P),火車站(Nc),的(DE),一(Neu),面(Na),聲音(Na),較(Dfa),大(VH),但(Cbb),也(D),可(D),觀察(VE),火車(Na),車站(Nc),生態(Na)","火車站(Nc),面(Na),聲音(Na),大(VH),觀察(VE),火車(Na),車站(Nc),生態(Na)","火車站(Nc),面(Na),聲音(Na),火車(Na),車站(Nc),生態(Na)"
設施都還不錯泡麵點心咖啡茶包都有吹風機一般般床很軟,0.0,1.0,0.0,0.0,1.0,"設施(Na),都(D),還(D),不錯(VH),泡麵(Na),點心(Na),咖啡(Na),茶包(Na),都(D),有(V_2),吹風機(Na),一般般(A),床(Na),很(Dfa),軟(VH)","設施(Na),都(D),還(D),不錯(VH),泡麵(Na),點心(Na),咖啡(Na),茶包(Na),都(D),吹風機(Na),一般般(A),床(Na),很(Dfa),軟(VH)","設施(Na),泡麵(Na),點心(Na),咖啡(Na),茶包(Na),吹風機(Na),床(Na)"
位於北海岸風景區暑假帶孩子出遊是很棒的住宿地點,0.0,0.0,1.0,0.0,0.0,"位於(VCL),北海岸(Nc),風景區(Nc),暑假(Nd),帶(VC),孩子(Na),出遊(VA),是(SHI),很(Dfa),棒(VH),的(DE),住宿(VA),地點(Na)","位於(VCL),北海岸(Nc),風景區(Nc),暑假(Nd),帶(VC),孩子(Na),出遊(VA),很(Dfa),棒(VH),住宿(VA),地點(Na)","北海岸(Nc),風景區(Nc),暑假(Nd),孩子(Na),地點(Na)"
夜班櫃檯專業解說也很用心有耐心跟我們介紹環境大又乾淨,0.0,1.0,0.0,1.0,1.0,"夜班(Na),櫃檯(Nc),專業(VH),解說(Na),也(D),很(Dfa),用心(VH),有(V_2),耐心(Na),跟(P),我們(Nh),介紹(VE),環境(Na),大(VH),又(Caa),乾淨(VH)","夜班(Na),櫃檯(Nc),專業(VH),解說(Na),很(Dfa),用心(VH),耐心(Na),介紹(VE),環境(Na),大(VH),乾淨(VH)","夜班(Na),櫃檯(Nc),解說(Na),耐心(Na),環境(Na)"
地點離花蓮市中心有段距離不過很乾淨設計感十足老板人很好可以跟他訂溯溪,0.0,1.0,1.0,1.0,1.0,"地點(Na),離(P),花蓮(Nc),市中心(Nc),有(V_2),段(Nf),距離(Na),不過(Cbb),很(Dfa),乾淨(VH),設計感(Na),十足(VH),老板(Na),人(Na),很(Dfa),好(VH),可以(D),跟(P),他(Nh),訂(VC),溯(VC),溪(Na)","地點(Na),花蓮(Nc),市中心(Nc),段(Nf),距離(Na),很(Dfa),乾淨(VH),設計感(Na),十足(VH),老板(Na),人(Na),很(Dfa),好(VH),訂(VC),溯(VC),溪(Na)","地點(Na),花蓮(Nc),市中心(Nc),段(Nf),距離(Na),設計感(Na),老板(Na),人(Na),溪(Na)"
跨年連假臨時找到的民宿整體很乾淨很新寵物友善水溫很穩定CP值超高,1.0,1.0,0.0,1.0,0.0,"跨年(A),連假(Na),臨時(Nd),找到(VC),的(DE),民宿(Nc),整體(Na),很(Dfa),乾淨(VH),很(Dfa),新(VH),寵物(Na),友善(VH),水溫(Na),很(Dfa),穩定(VHC),CP值(DASHCATEGORY),超高(VH)","跨年(A),連假(Na),臨時(Nd),找到(VC),民宿(Nc),整體(Na),很(Dfa),乾淨(VH),很(Dfa),新(VH),寵物(Na),友善(VH),水溫(Na),很(Dfa),穩定(VHC),CP值(DASHCATEGORY),超高(VH)","連假(Na),臨時(Nd),民宿(Nc),整體(Na),寵物(Na),水溫(Na)"
大樓裡的套房比預期落差了一點室內牆壁塗鴉海邊風格還不錯陽台高層樓視野很美,0.0,1.0,1.0,0.0,0.0,"大樓(Na),裡(Ncd),的(DE),套房(Na),比(P),預期(Na),落差(Na),了(Di),一點(Neqa),室(Nc),內(Ncd),牆壁(Na),塗鴉(VA),海邊(Na),風格(Na),還(D),不錯(VH),陽台(Na),高層樓(Na),視野(Na),很(Dfa),美(VH)","大樓(Na),裡(Ncd),套房(Na),預期(Na),落差(Na),一點(Neqa),室(Nc),內(Ncd),牆壁(Na),塗鴉(VA),海邊(Na),風格(Na),還(D),不錯(VH),陽台(Na),高層樓(Na),視野(Na),很(Dfa),美(VH)","大樓(Na),裡(Ncd),套房(Na),預期(Na),落差(Na),一點(Neqa),室(Nc),內(Ncd),牆壁(Na),海邊(Na),風格(Na),陽台(Na),高層樓(Na),視野(Na)"
而且豪華四人房才一千初有洗衣機大冰箱浴缸雖然我不會泡太物美價廉了,1.0,1.0,0.0,0.0,0.0,"而且(Cbb),豪華(VH),四(Neu),人(Na),房(Na),才(Da),一千(Neu),初(Ng),有(V_2),洗衣機(Na),大(VH),冰箱(Na),浴缸(Na),雖然(Cbb),我(Nh),不會(D),泡(VC),太(Dfa),物美價廉(VH),了(T)","豪華(VH),四(Neu),人(Na),房(Na),才(Da),一千(Neu),初(Ng),洗衣機(Na),大(VH),冰箱(Na),浴缸(Na),不會(D),泡(VC),太(Dfa),物美價廉(VH)","四(Neu),人(Na),房(Na),一千(Neu),初(Ng),洗衣機(Na),冰箱(Na),浴缸(Na)"
環境舒適房間感覺溫暖像自己家一樣下次還會再來,0.0,1.0,0.0,0.0,0.0,"環境(Na),舒適(VH),房間(Nc),感覺(Na),溫暖(VHC),像(P),自己(Nh),家(Nc),一樣(VH),下(Nes),次(Nf),還(D),會(D),再(D),來(D)","環境(Na),舒適(VH),房間(Nc),感覺(Na),溫暖(VHC),家(Nc),下(Nes),次(Nf),還(D),會(D),再(D)","環境(Na),房間(Nc),感覺(Na),家(Nc),下(Nes),次(Nf)"
距離羅東夜市很近但可停車的地方很遠房間不大但舒適早餐是吃外面咖啡廳,0.0,1.0,1.0,0.0,1.0,"距離(P),羅東(Nc),夜市(Nc),很(Dfa),近(VH),但(Cbb),可(D),停車(VA),的(DE),地方(Na),很(Dfa),遠(VH),房間(Nc),不(D),大(VH),但(Cbb),舒適(VH),早餐(Na),是(SHI),吃(VC),外面(Ncd),咖啡廳(Nc)","距離(P),羅東(Nc),夜市(Nc),很(Dfa),近(VH),停車(VA),地方(Na),很(Dfa),遠(VH),房間(Nc),不(D),大(VH),舒適(VH),早餐(Na),吃(VC),外面(Ncd),咖啡廳(Nc)","羅東(Nc),夜市(Nc),地方(Na),房間(Nc),早餐(Na),外面(Ncd),咖啡廳(Nc)"
住的非常舒適地點也很棒門口隔音弱一些是其他房客的問題,0.0,1.0,1.0,0.0,0.0,"住(VCL),的(DE),非常(Dfa),舒適(VH),地點(Na),也(D),很(Dfa),棒(VH),門口(Nc),隔音(A),弱(VH),一些(Neqa),是(SHI),其他(Neqa),房客(Na),的(DE),問題(Na)","住(VCL),非常(Dfa),舒適(VH),地點(Na),很(Dfa),棒(VH),門口(Nc),隔音(A),弱(VH),房客(Na),問題(Na)","地點(Na),門口(Nc),房客(Na),問題(Na)"
不過附近幾乎都是紅線停機車都擔心被拖吊是給四顆星的原因,0.0,1.0,0.0,0.0,0.0,"不過(Cbb),附近(Nc),幾乎(Da),都(D),是(SHI),紅線(Na),停(VHC),機車(Na),都(D),擔心(VK),被(P),拖吊(VC),是(SHI),給(VD),四(Neu),顆(Nf),星(Na),的(DE),原因(Na)","附近(Nc),幾乎(Da),都(D),紅線(Na),停(VHC),機車(Na),都(D),擔心(VK),拖吊(VC),四(Neu),顆(Nf),星(Na),原因(Na)","附近(Nc),紅線(Na),機車(Na),四(Neu),顆(Nf),星(Na),原因(Na)"
