label,filtered_noun
1.0,躺下 看見 天空 車子 直接 停 小屋 正對面 草皮 喜歡
0.0,服務 好 房間 整潔 乾淨 氣氛 超棒
0.0,住 次 老闆 老闆娘 客氣 房子 維持 好 房間 乾淨
0.0,服務 好 環境 舒適 提供 設施 整理 乾淨
0.0,舒適 早餐 棒
1.0,欣賞 日落 觀賞 雲海 民宿 房間 簡單 乾淨 附有 陽台 欣賞 美口景 老闆 親切 隨和
1.0,風景 無敵 老闆 親切 餐點 美味 觀 雲海 賞 螢火蟲 放鬆 好 地方
0.0,吃 晚餐 早餐 菜色 豐富 口味 宜人
1.0,離 捷運 附近 華山 中心 房間 整修 乾淨 整潔 機會 入住
0.0,包 餐 吃遍 台灣 小吃 越南 餐點 台灣 盛名 水果 飲料
1.0,交通 方便 離 捷運站 超 飯店 房間 乾淨 衛生 價格 平易近人 超優 值得 推薦
0.0,棒 放鬆 好 地方 早餐 料理 多樣 菜餚 水果 樣式 少
1.0,不錯 民宿 房間 泡湯池 早餐 豐富 欣賞 戶外 田野 風光
0.0,空間 停車 方便 飯店 溫泉 泡腳池 餵魚池 房型 偏 舊型 乾淨
0.0,房間 乾淨 明亮 浴室 暖氣 小孩 開心 大人 放鬆
0.0,墾丁 恆春 住宿 指定 綠 蝸牛
0.0,老闆 美麗 大方 待人 親切 值得 住
0.0,泳池 溫泉 民宿 露營區 烤肉區 項 設施 完善 享受 悠閒 假期 好 地方
0.0,老闆 老闆娘 親切 房間 乾淨 舒適 游泳池 乾淨 小孩 大人 開心 下 次 安排 渡假
0.0,主人 用心 住宿 方面 值得 今天 天氣 冷 掖備 捨得 加溫 房價 間 泡澡
0.0,飯店 氣氛 好 房間 點 精油 床 柔軟 舒服 好 睡 浴室 棒 電視
0.0,早餐 包子 吐司 稀飯 沙拉 小菜 種類 算 夠 吃
0.0,冰 豆漿 咖啡 好喝 精緻度 夠 改用 套餐 精緻
0.0,建築 莊園 民宿 戶外 休閒 泡茶 聊天 好 地方 佈置 溫馨 空間 寬敞
0.0,環境 優美 次 入住 莎士比亞 人 房 房間 乾淨 空間 謝謝 老闆 老闆娘 熱情 招待
0.0,棒 露營區 小朋友 設施 溜滑梯 滑水道 沙坑
1.0,住宿 環境 舒適 風景 美 早餐 手工 蛋糕 美味 民宿 主人 可親 推薦
0.0,昨晚 好友 入住 房間 乾淨 挑高 設計 寬敞 溫馨 原住民 風格 色彩 繽紛
0.0,美味 手作 甜點 香濃 咖啡 療癒 心靈
0.0,舒適 住宿 設備 乾淨 客服 聯絡 方便 快速
0.0,環境 乾淨 舒適 商家 服務 態度 超 好
0.0,衛浴 設備 不錯 冷氣 空調 舒適 洗衣機 飲水機 茶包 咖啡包 提供
0.0,巷弄 中 民宿 工業 風格 裝潢 乾淨 整潔 衛浴 共用 房門 上鎖
1.0,空間 規劃 舒適 一樓 空間 飲水機 冰箱 交通 地理 位置 良好
0.0,豪華 雙人房 空調 壞 糟糕 蚊子 完 位子
0.0,人房 付 衛浴 設備 牙膏 毛巾 杯子 無 梳子 無 面紙 浴室 捲筒紙 代替
0.0,估計 飯店 洗 被子 服務員 在 上面 寫 房間 號碼
0.0,民宿 服務 人員 親切 早餐 多樣 豐盛 好吃 房間 浴缸 渡假 好 地方
1.0,環境衛生 地點 在 馬路 泡茶水 煮飯 瓦斯爐 使用 加價 場地 寬闊 設備 齊全
0.0,櫃台 服務員 棒 spa 游泳池 設施 好 房間 浴室
0.0,知本 小夜市 民宿 主人 30 年 專業 按摩 老師傅 開車 累 預約 按摩
0.0,乾淨 停車 方便 住 天 房價 便宜 房間 外觀 可愛
0.0,推薦為 台東 民宿 首選 建議 直接 打電話 預定
1.0,空間感 採光 好 舒服 房間 乾淨 床 好 睡 晚上 在 陽台 躺椅 星星
0.0,棒 老闆娘 親切 請 吃 早餐 喝 酒 推薦 住 澎湖 首選 住宿 下 次 在 光臨
1.0,鎖港 山水 沙灘 附近 潛點 騎車 分鐘 距離 算 方便 潛水
0.0,老闆娘 待人 和藹可親 住在 這裡 家 棒
0.0,老闆娘 人 親切
1.0,寵物 友善 民宿 床 好 睡 浴室 棒 房間 空間 離 恆春 市區 早餐 好吃
1.0,地點 位於 市區 路 停車 房間 內部 挑高 舒適 電梯 搬 行李面 山 景色 美
0.0,房間 設計 體貼 乾淨 舒服 披薩 好吃 烤 蔬菜 拼盤 好吃 老闆 友善 家 感覺
0.0,乾淨 洗衣 服務 送 早餐 好 食 小 狗 陪 客人 玩 香港人
0.0,一樓 休息區 客房 裡面 茶水間 廚房 乾淨
0.0,房間 乾淨 舒適 環境 佳 員工 親切 潛水 教練 專業 幽默
0.0,老闆 住在 民宿 裡面 餐點 老闆 種 菜
0.0,設備 客服 早餐 覺得 不行 優點 房間 乾淨 顆 星
0.0,環境 棒 漂亮 乾淨 早餐 老闆 手作 好吃 房間 氛圍 棒 推
0.0,草皮 窗子 狗狗 開心 環境 設備 好 民宿 主人 應對 好 完美
0.0,社頂 公園 風吹沙 台灣 南點 龍坑 生態 保護區 熱門 景點
0.0,在 花蓮縣 光復鄉 找 住宿 地方 間 將就 點
0.0,交通 接送 玩 身 髒 超過 退房 時間 洗 澡 離開
0.0,老闆 親切 滿滿 台灣 人情味 房間 乾淨 舒適 台東 住
0.0,食物 越南 料理 為主 加 些許 作風
1.0,老闆 態度 親切 房間 乾淨 差 位子 偏遠 建議 都蘭 用餐
0.0,老闆娘 熱心 幫助 解決 機車 出租 問題 在 市區 取 車 方便 推薦
0.0,服務 好 早餐 選擇 房間 棒
0.0,在 網 訂 房 注意 包含 行李 接送 服務 收費 服務 態度
1.0,景觀 美 房間 舒適 乾淨 效果 不錯 主人 親切 值得 推薦 家 民宿
1.0,人 房 空間 陽台 海隔音 效果 佳 老闆娘 熱心 地理 位子 讚
0.0,老闆娘 人 好好 溝通 加床 收 早餐 毛巾 費用 住 附近 有事 請求
0.0,老闆娘 熱情 招待 下午茶 推薦 景點 房間 舒服
0.0,住 觀星房 玻璃 髒污 星星 浴廁 房間 分開 方便
0.0,早餐 稀飯 菜脯 蛋 菜脯 做
0.0,冷氣 西曬 冷 小時 之後 冷 房間 張 雙人床 價格 便宜 cp值 高
1.0,夜景 漂亮 85 大樓 房價 貴 高
1.0,交通 方便 風格 民宿
0.0,第一 次 小孩 入住 擔心 戲水池 總統房 房型 小孩 玩 適合 親子 入住
0.0,裝潢 設備 具 歷史 浴室 乾淨 應有盡有 乾濕 分離 蒸氣室 價錢 合理 備品 齊備
0.0,服務 好 設施 令 人 驚艷 價 三五 好友 唱 KTV 花 少 錢 唱 爽
0.0,眠 推薦 住宿 外加 提 一下 老闆 說 住宿 打卡 售價 折 優惠
1.0,房間 美 旁邊 夜市 商圈 火車站 夜景 不錯 好
1.0,風景 佳 環境 乾淨 整潔 適合 朋友 聚會 烤 肉 民宿 管家人 貼心 專業
1.0,小木屋 美 翻 環境 清幽 整體 空間 舒服 適合 家人 朋友 出遊 玩 感覺 超棒
0.0,管家 大哥 熱情 接待 民宿 整體 棒 cp值 高 之後 想 家人 住宿
0.0,房間 乾淨 宵夜 玉米 瘦肉粥 早餐 多樣 提供 午餐
1.0,房價 房型 cp值 高 離 花園 夜市 想 外出 晚上 宵夜 棒 住宿 體驗
0.0,評價 提到 樓梯口 門 小小孩 家庭 危險 家長 小心 注意
1.0,地點 位於 一中 商圈 裡 逛街 方便 浴室 乾 濕 分離 床 舒服
1.0,安靜 交通 方便 房間 簡單 無 冰箱 飲水 設施 兩 瓶 水
1.0,環境 優 民宿 工作 人員 親切 服務 機會 住
1.0,彩繪 創意 花園 庭院 美 夕陽 美 房間 寬敞 舒適 服務 親切
0.0,值得 推薦 飯店 會議 渡假 活動 場地 環境 寬敞 人員 親切 適合 辦理 會議 渡假 活動
0.0,東西 老舊 浴室 地板 髒 枕頭 異味 按摩 浴缸 洗手台 髒 黃 空調聲 沒辦法 睡
1.0,感謝 遺忘 物品 寄回家 服務 到位 景色 美 房間 乾淨 讚
0.0,棒 環境 民宿 主人 貼心 附近 鄰居 狗狗 親人 晚上 幫忙 顧 車
0.0,民宿 家 感覺 主題房 小朋友 喜歡 早餐 豐盛
1.0,感覺 溫馨 住宿 回家 周邊 環境 寧靜 優美 老闆 陳 先生 老闆娘 親切
1.0,停車 方便 房間 乾淨 寬敞 舒適 陽台 眺望到 遠方 山民宿 主人 家 熱心 親切
0.0,車庫 加 戲水池 房間 在 二樓 2樓 房門 鎖 小孩 開門 直接 摔下 樓梯
0.0,餐台 早餐 麥當勞 棒 量 少 吃 xd 整體 說 CP值 普通 偏上 一點點
0.0,房間 風格 榻榻米 浴缸 泳池 服務 人員 客氣 親切 cp值 高
0.0,房間 乾淨 燈光 明亮 停車 方便 附 早餐 少見 打電話 訂房 價錢 訂房 網站 便宜
0.0,櫃台 人員 態度 惡劣 停車位 網路 房門 鎖 洗澡 熱水
0.0,餐廳 位子 有限 站 一陣子 座位 炒 青菜 不錯 吃
0.0,童話 般 民宿 親切 服務 店家 提供 歐洲 世紀 服飾 供 住宿 客人 免費 拍照 留念
0.0,橙堡 美美 水果 早餐 自助 樣 西式餐 少 樣 蚊子 房間 好幾 隻 美中不足
1.0,地瓜籤 粥 好吃 白天 使用 1樓 客廳 玩 桌遊 小朋友 玩 電動車 玩瘋 離 親水 公園
1.0,新 民宿 戶外 風景 超美 親子房 溜滑梯 小孩子 玩 想 睡
1.0,環境 美 房間 乾淨 設施 完善 老闆 老闆娘 人 棒 值得 次
1.0,棒 民宿 環境 優美 老闆 老闆娘 親切 早餐 好吃 值得 推薦 民宿
0.0,棒 好 早餐 澎湖 有名 早餐 房間 乾淨 冷氣 強 床 舒服
0.0,老闆娘 親切 服務 周到 民宿 五星級 飯店 住宿 品質
1.0,交通 方便 附餐 飲料 咖啡 好喝 住宿 cp值 高 在 鬧區 好 寧靜
1.0,位置 方便性 高 離 國華街 附近 碳烤 鱔魚 麵 河樂 廣場 疫情 提供 早餐 棒
1.0,旅店 位於 市中心 離 景點 小吃 方便 房間 整體 不錯 窗戶 視野 好
1.0,地點 交通 便利 房間 整理 乾乾淨淨 舒適
0.0,訂房 網站 訂 家 入住 當天 現場 知道 倒閉 錢 退還給
0.0,床 軟 聽 走廊 音樂 浴室 排水 差
0.0,飄 細雨 天氣 參觀 園區 小 美 裡面 餐廳 長廊 不錯 景觀 時間 看看
0.0,餐廳 下午茶 餐點 糟 蜂蜜 水果 鬆餅 芭樂 楊桃 餐具 早餐店 竹叉
1.0,景 賞 住宿 營養 豐富 菜色 蔬食 自助餐 吃 門票 價格 適中
1.0,老闆 親切 景觀 美 早餐 好吃 房間 舒適 乾淨 值得 推薦
1.0,地理 位置 好 距離 公車站 兩 分鐘 陽台 海景 九份 夜景 盡收眼底
1.0,唱 KTV 打麻將 玩 桌遊 適合 好友 聚 在一起 聊天 住宿 景色 美
0.0,哈瑪星 特色 民宿 思旅 特色 旅程 參加
0.0,求婚 聖地 老闆 闆娘 nice 狗狗 哈士奇 場地 舒服 餐點 好吃 飲品 多樣
0.0,老闆 人 好 房間 乾淨 貓咪 親人 cp值 高
0.0,客服 速度 貼心 加贈 中秋 小 禮物 可惜 地方 房間 螞蟻 差
0.0,懷念 火鍋店 樓下 雞排攤 冰冷 機器人 飯店 如同 逢甲 人潮 冷卻
0.0,商務 單人 套房 雙人 床 室 空間 偏 小 乾 濕 分離 廁所
1.0,緊鄰 金門 雙鯉湖 畔 環境 清幽 民宿 古色古香 適合 放鬆 慢活 渡假 好 去處
0.0,外表 內部 傳統 閩南 建築 感覺 房間 廁所 感覺 民宿 主人 親切 推薦
1.0,古色古香 風景 漂亮 客房 舒適 浴室 水 小 太陽能 熱水器
0.0,古色古香 老闆 親切 隻 可愛 狗狗
0.0,溫馨 環境 古樸 造景 咖啡 芳香 休息 好 去處
0.0,優真 親子 民宿 房間 溜滑梯 積木 玩具 館 免費 汽車 沙坑 水池
0.0,冷氣室 機會 滴水 隔天 早上 小孩 起床 溜下床 濕答答
0.0,民宿 裡 看到 老闆 細心 客廳 醫藥箱 茶包 餅乾 供 房客 使用 棒
1.0,房間 乾淨 戶外 清幽 蓮花 荷花池 美 小木屋 床墊 硬 不錯
0.0,爛 早餐 咖啡 算 喝 車 停 在 離 房間 地方
0.0,烤肉區 小 蚊子 太多 後面 木屋區 房間 霉味
0.0,態度 佳 服務 好 環境 優 房間 美 舒適 窗 小 床 尬
1.0,環境 好 狗狗 愛 撒嬌 乖 外面 道路 螢火蟲 放鬆 心情 好 地方
0.0,房間 特色 乾淨 幫 毛小孩 準備 西莎 早餐 費用 實惠 寵物 友善 民宿
0.0,店 暖男 偷肉 淘氣 貝果 家 毛小孩 選擇 旅店
0.0,老闆 親切 名宿 主人 狗狗 家 名 房間 乾淨 舒服
1.0,老闆娘 親切 熱情 房間 平價 乾淨 窗 外 無敵 景觀
1.0,效果 差 景觀台 蚊子 附近 便利商店
0.0,莊主 和藹可親 熱忱 三龜 戲水 景點
0.0,老闆 老闆娘 客氣 房間 設備 棒 超讚 住宿 體驗 高
0.0,附 一次性 毛巾 牙刷 吹風機 冰箱 公共區 飲水機
1.0,價格 平易近人 鄰近 市區 商圈 環境 簡樸 乾淨 預算 考量 背包客 民宿 好 選擇
0.0,老闆 親切 狗狗 可愛 房間 舒適 早餐 好吃 咖啡 好喝 床 好 睡
0.0,早餐 盤子 餐具 老闆娘 做 手作 烘焙 麵包 田園 水果 讚
0.0,鄉下 蚊蟲 主人 注意 點 房間 乾淨 舒適 衛浴 乾濕 分離 馬桶 備品 齊全
1.0,環境 優美 在 巷弄 裡 清淨 旅行 休息 好 地方
1.0,環境 棒 自然 凱特 真 性情 人 自在 輕鬆 單車族 好 聚所
0.0,便宜 乾淨 舒適 住宿 經驗 經營 熱情 歡迎 推薦 在地 美食 清單 感謝
1.0,海景 第一 排 人 房 寵物 友善 房間 浴室 風景 超棒 早上 直接 在 陽台 日出
0.0,小 花園 讚 房間 冷氣 涼 熱水 夠 浴缸 早餐 好吃
0.0,環境 舒適 空間 寬敞 狗狗 入住 老闆 親切 值得 推薦
0.0,全新 裝修 飯店 忙 時 老闆 泡 咖啡 請 喝 房價 便宜 房間 舒適 CP值 高
1.0,地點 佳 電梯 小 舊 飯店 整修 裝潢 新 房型 窗 外 天井 透光 服務 親切
0.0,房間 算 乾淨 老闆 人 親切 介紹 台南 美食 景點
0.0,環境 棒 房間 乾凈 重點 海鮮 蒸 塔 食材 新鮮 味道 好
0.0,阿里山 下 民宿 空間 寬敞 獨立 兒童 遊戲室 放鬆 小孩 累
0.0,水壓 不足 熱水 熱 缺點 早餐 青菜 炒麵 油膩 吃飽
0.0,整修 地方 房間 人 房 張 床 單人床 雙人床
0.0,可愛 動物區 飼養 孔雀 兔子 雞 鴨 鵝 鴕鳥 看到 餵食 牧草
0.0,環境 舒適 寬敞 欠佳 早餐 空間 品質 改善
1.0,民宿 地點 好 老街口 房間 風格
0.0,早餐 簡單 三明治 片 水果 收費 100 元 小貴 建議 住宿 加價 購
1.0,面海房 風景 無敵 美 民宿 位置 好找 有別於 九份 民宿 找到 想 哭
0.0,主人 親切 早餐 特別 房間 乾淨 主人 旅行 旅程 建議
0.0,客氣 親切 民宿 主人 人 房 房間 空間 舒適 棒 次 住宿 經驗
0.0,衛浴 毛巾 乾淨 溫暖 種 客家人 小時 後 聞到 太陽 味道
1.0,安靜 乾淨 民宿 備有 廚房 冰箱 飲用水 附近 停車 方便 綠意盎然 舒服
1.0,走 段 路 抵達 第三 市場 吃 早餐 飯糰 黑狗兄 燒餅 推薦
0.0,歲 小 小 店員 吸引進去 買 茶 可愛
0.0,飯店 設施 齊全 裝潢 雅緻 房間 空間 設備 舒適 早餐 品質 佳 台灣 棒 住宿 體驗
0.0,五星級 商旅 酒店 高級 服務 享受 餐廳 三溫暖 游泳池 不錯 選擇 地方
0.0,浴缸 小 房價 說 中 北部 飯店 房間 房 贈送 飲料 小點 算 在 房價
1.0,環境 優美 房間 風景 美 小 地方 民宿 用心 老闆 下 員工 熱心
1.0,林 小姐 人 親切 介紹 棒 地方 美 令 人 放鬆 好 去處
0.0,第二 房間 裡面 冰箱 住宿 喝 東西 沒辦法 冰
0.0,浴室 配備 房間 寬敞 設備 齊全 沙發 浴缸 爽 冰箱 冰 冰水 細節
0.0,CP值 高 台南市 第二 名 飯店 早餐 種類 服務 親切 下 次 機會 入住
0.0,清潔 部分 浴缸 頭髮 些 地方 灰塵 照片 中 衛生紙盒
0.0,包廂 服務 用餐 經驗 愉快 餐點 好吃 牛排 超讚 甜點 冰淇淋 好吃 推薦 值得 回訪
0.0,台灣版 六星 飯店 服務 房間 一流 Buffet 食材 美味 品質
0.0,服務 房間 品質 屬 上乘 餐點 不錯 吃 接待 人員 熱情 親切
0.0,細心 準備 早餐 水果 值得 推薦
0.0,老闆 親切 用心 建議 好玩 景點 下 次 澎湖 拜訪
1.0,距離 捷運站 夜市 情侶 親子 旅行 首選
0.0,CP值 棒 飲料 水果 小 熟食 吃 下 次 高雄 入住
0.0,價廉 親和 老闆 善有 住宿 設備 使用 教學 影片
1.0,酒店 建築 外觀 特色 服務 人員 親切 有禮 高 樓層 房間 視野 不錯 春 大直 商場 小 美
0.0,大直 新 去處 食物 好吃 臘腸 筆管麵 漢堡 牛排 好吃 戶外 座位 天氣 好 舒服
0.0,飯店 餐廳 豬肋排 好吃 肉質 軟 爛 醬料 入味 超棒
1.0,人 房 驚艷 浴缸 床 好 睡 陽台 看到 部分 海景 分鐘 海邊 超 讚
0.0,房間 乾淨 服務 人員 親切 入住 飯店 棒 旅行 體驗
0.0,安靜 舒適 乾淨 服務 親切 盥洗 用品 質感 冰箱 飲料
0.0,海灘 踏 浪 完 岸 區域 沖洗區 行動 不便 扶手 有無 障礙 廁所
0.0,民宿 感覺 溫馨 舒適 床墊 柔軟 孩子 喜歡
0.0,專屬 停車場 全 家 方便
1.0,服務 人員 詳實 介紹 在地 鹿港 特色 環境 景觀 優雅 適合 假日 優遊 自在 好 地方
0.0,服務 親切 房間 乾淨 舒服 24H 供應 早餐 點心 棒 旅店
0.0,空間 不錯 舒服 公共區 餅乾 茶包 吐司 果醬
0.0,服務 親切 房間 乾淨 整潔 房間 廁所 尿騷味 煙味 置身 公廁 中 建議 改善
1.0,離 火車站 夜市 不遠 設備 價錢 9OO 元 附 早餐 值得 推薦
0.0,單人 經濟房 900 晚 划算 價位 房間 差 效果 好
0.0,房間 乾淨 服務 好 二樓 交誼廳 設計 棒 洗衣 供應 飲料 泡麵
1.0,地點 優 離 捷運站 交通 方便 周邊 餐館 旅館 物美價廉 服務 親切
0.0,二樓 空間 座位 充足 洗衣機 電腦 咖啡機 飲水機 設備 方便
0.0,早餐 麵包 老闆 做 好吃 配料 使用 食材 bb 藏書 種類 超讚
0.0,晚餐 早餐 漂亮 好吃 客家人 果醬 零嘴 好吃 好 地方 好 空間 生態 多元
0.0,在 環島 旅程 中 來到 回到 家 自在 環境 主人 款待 家人 值得
0.0,棒 鄉村風 別墅 布置 細緻 設備 齊全 大人 小孩 住 開心
0.0,房間 乾淨 典雅 廚房 鍋具 餐具 齊全 下廚 方便
1.0,離 小人國 六福村 石門 水庫 知名 景點 週邊 座 高爾夫球場 多樣 美食 餐廳
0.0,人 背包 床位 房 衛浴 乾淨 客廳 擺設 美觀 整齊 感受 老闆 用心
0.0,貴 乾淨 家 旅館 茶 一些 鍋 碗 瓢 盆 自製 彰化 美食 卡片 參考
0.0,1025 櫃臺 小姐 服務 態度 友善 細心 介紹 館 設施
0.0,特別 建築 溫馨 房間 設施 熱情 布農 文化 值得
0.0,全 世界 自由 舒服 美 布農族 原住民 風格 特色 民宿
0.0,老闆人 超 好 幽默 晚餐 恐怖 豐盛 好吃
1.0,優 地點 捷運站 房間 設備 乾淨 推薦 樓下 火鍋 餐廳 疫情 期間 房價 便宜
1.0,離 西門町 峨眉 停車場 特色 飯店 裡面 工業風 早餐 火鍋 特別
0.0,晚餐 套餐 菜 湯 料好 實在 東西 好吃 附 甜點 仙草 水果 西瓜 好極了 下 次
0.0,房間 優雅 環境 舒適 一樓 桌遊 飛鏢 機台 好玩 推薦 家族 旅行
0.0,餐廳 合菜 桌 2500 要求 蔬菜 肉 少 喜歡 吃 紅燒 豆腐 月 吃 次
0.0,老闆 熱情 介紹 好多 景點 美食 飯店 環境 棒 房間 風格 喜歡
1.0,距 花蓮 車站 住宿 空間 乾淨 整潔 大廳 原住民 藝術家 作品
0.0,旅店 員工 提供 棒 花蓮 市區 旅遊 資訊 旅遊 地圖 推薦 景點 餐廳
0.0,價錢 合理 房間 乾淨 舒適 噓寒問暖 老闆 親切 招呼 機車 新 讚
0.0,服務 人員 態度 差 解說 不耐煩 樣子 委任 店
0.0,環境 好 乾淨 業者 用心 間 人 懷念 人 想 在 住宿 好 旅店
0.0,老闆 超 好 小孩 玩 開心 大人 唱 開心 房間 乾淨 整齊
0.0,考慮 日 輕鬆 遊 晚上 麻辣鍋 圍爐 傳統 早餐 太平山 中繼站
0.0,老闆 人 不錯 環境 棒
0.0,放空 好 所在 老闆 老闆娘 親切 櫻花季 美 露營區 草皮 適合 親子 狗狗 運動
0.0,住宿 房間 庭院 環境 清幽 老闆人 親切 附贈 早餐 陽春
1.0,餐廳 點 泡菜 火鍋 量 覺得 湯頭 淡 喜歡 風景 不錯
1.0,風景 棒 夜景 空間 房間 老闆 熱情 介紹 景點
1.0,視野 棒 環境 老闆 nice 熱誠 冰箱 廚具 烤 肉 煮食
0.0,竹山 附近 小 山陵 園區 寬敞 園區 栽植 許多 樹木 造景 喜歡 房間 乾淨 舒適
1.0,景觀 好 房間 乾淨 早餐 好
1.0,環境 清幽 服務 親切 停車 便利
1.0,房間 外 看到 美景 三樓 開放 座位區 超讚 景觀
0.0,民宿 人員 詳細 介紹 老街 地圖 推薦 店家 貼心
1.0,風景 漂亮 180 塊 咖啡 拿鐵 感覺 在 喝 熱水
1.0,房間 乾淨 櫃檯 人員 親切 離 夜市 捷運站 算 位置 便利
1.0,距離 夜市 房間 環境 簡單 明亮 適合 旅客 郊遊 旅行 休息 住所
0.0,附設 隔壁 14樓 阿樂哈 海景 餐廳 桌菜 CP 值 不錯 海鮮 新鮮 好吃
0.0,爛 設計 服務 房間 爛 背包客 旅館 爛
1.0,用餐 環境 不錯 設計 規劃 法國 特色 接近 大自然 適合 小孩 遊樂 用心 處
0.0,美麗 莊園 環境 清幽 餐點 可口 新鮮 民宿 舒適 衛生 服務 親切 週到 棒 地方
1.0,風景 美 老闆娘 手作 木頭 椅子 場地 漂亮 適合 辦 婚宴 老闆娘 親切
1.0,地點 方便 石朗 浮潛 在 民宿 旁邊 教練 老闆娘 好
0.0,結論 住宿 星 潛水 安排 部分 星 洗曬 裝備 場地 星 導潛 星
1.0,房間 棒 地點 好 找 停車 方便 房東 親切 好 溝通 推薦 棒棒棒
1.0,地點 好 找 交通 方便 民宿 環境 乾淨 清悠 空氣 清新 民宿 電梯 省力
1.0,老闆娘 熱心 親切 烏石港 走路 旁邊 打卡 景點 山 望海
1.0,適合 親子 好 旅館 早餐 豐盛 地點 方便 可惜 房間 差 冷氣 吹頭 問題
1.0,整 間 旅店 賽車 主題 設施 齊全 酒店 座落 大型 商場 附近 附近 遊樂 設施
0.0,早餐 菜色 普通 提供 小孩 用餐區 DIY 鬆餅 特色
0.0,棒 停車 方便 電梯 房間 乾淨 櫃台 人員 服務 好
0.0,貼心 服務 溫暖 用心 民宿 環境 乾淨 舒服 機會
1.0,住 親子房 小朋友 喜歡 離 全聯 式 餐廳 走路 便利
0.0,房間 舒適 衛浴 設備 新有 健身房 交誼廳 交誼廳 飲料 餅乾 免費 棒
0.0,便宜 住宿 地點 高 浴缸 床 好 睡 免費 小 餅乾 飲品 可惜 電視
1.0,房間 乾淨 交通 便利 洗衣 服務 早餐 走到 麥當勞 用餐 小孩 方便
0.0,歐洲 城堡 花園 區 客房 棒 值得
0.0,住 浴室 飯店 驚奇 顆 星 推薦 泡湯池 浴室
0.0,清境 農場 性價比 高 歐洲 風格 住宿
0.0,浴室 設計 ok 煙味 顧客 在 房 抽 散發掉
0.0,晚上 入住 時 房間 聲音 處理 態度 不佳 店 經理 處理 事情 能力 差
0.0,浴缸 店家 標 浴缸 淋浴 說 系統 問題 系統
0.0,棒 渡假 會館 房間 乾淨 優雅 戶外 溫泉 泡湯 早餐 適合 大人 小孩 住宿
0.0,主人 接待 熱情 房間 清潔 早餐 可口 貓咪 可愛 生 小孩 嚕 貓 想 睡
1.0,整體 環境 清幽 適合 遠離 塵囂 享受 寧靜 溫馨 詢問 早餐 樣式 顆 星 意外
0.0,民宿 主人 友善 親切 房間 乾淨 舒適 大推
1.0,房間 看到 海馬哥 熱情 民宿 風格 簡約 ikea 東西
0.0,老闆娘 說 問 嬰兒 小推車 小孩 吃 烤 肉
0.0,乾淨 舒適 闆娘 小 幫手 熱情 推薦 景點 美食 招待 水果 甜 好好 吃 完食
0.0,老闆娘 親切 贈予 水果 點心 房間 舒適 整潔 小孩 喜歡
1.0,交通 方便 地點 火車站 711 房間 床 舒適 價格 便宜
0.0,屋主 經營 水果 批發 夫妻 和氣 人 房 浴缸
0.0,中班 櫃檯 人員 服務 態度 差 爆
0.0,開門 濃 煙味 浴室 怪味 房間 乾淨
0.0,早餐 三明治 送 早餐 時間 指定 早上 8點 送到 早起來 吃 三明治
0.0,服務 人員 親切 房間 簡單 乾淨 廁所 乾 濕 分離 馬桶
0.0,附 早餐 自助餐 中餐 西餐 看到 吐司 提供 果醬
0.0,推 兩千 元 左右 cp值
1.0,港式 飲茶 餐廳 口味 棒 環境 乾淨 機車 汽車 停車位 位於 高鐵 附近 適合 宴客
0.0,場地 氣派 丁香魚 酥脆 服務 親切 蠟味 蘿蔔糕 份量 一些 好 牛肉粥 好吃
1.0,交通 方便 地下室 停車場 良好 菜色 好 空間 設計好 說 一流 飯店
1.0,地點 佳 離 逢甲 夜市 老闆娘 親切 服務 房間 舒適 浴室 乾淨
0.0,房間 乾淨 價格 公道 老闆娘 親切 逢甲 推 民宿 推
1.0,小姐 好 招待 揪心 離 夜市 地方 認 以後 住
1.0,旅店 地點 不錯 戶外 停車場 距離 旅館 200 公尺 高級 車 停放 放心
1.0,服務 美麗島站 捷運 六合 夜市 交通 方便 房間 乾淨 無 異味 100
0.0,環境 設備 不錯 衛浴 乾 濕 分離 有種 淡淡 飯店 味道 喜歡 種 味道
1.0,位置 好 方便 鄰近 夜市 風景區 交通 方便 早餐 多元
0.0,差 聽得 隔壁房 開 鐵捲門 聲音 房間 味道 噁心 冷氣 一點 涼
0.0,草莓醬 煮 咖啡 冰 熱 奶茶 冰 紅茶
1.0,飯店 地點 搭乘 大眾 運輸 方便 房間 景觀 棒 床 舒服 浴室 熱水 熱 強
1.0,海景房 景色 優 距 捷運 段 距離 服務 人員 主動 旅客 提醒 搭乘 公車 早餐 普通
1.0,風景 美 適合 情侶 淡水 玩 住宿 交通 方便
0.0,房間 舒適 游泳池 溫泉 大眾 池 棒 櫃台 人員 服務 親切 早餐 不錯
0.0,大廳 lobby 咖啡座 室 外 座位 吸菸區 咖啡 品質 不錯 拿鐵 奶泡 綿密 順口
0.0,樓層 間 電梯 相通 無 障礙 設施 有限 推薦 行動 不便 長輩 嬰兒車 前往
0.0,民宿 造型 風格 新穎 行程 規劃 價格 公道 服務 態度 佳
0.0,服務 親切 房間 設置 用心 適合 全 家 大小 旅遊 時 休息 好 地方
0.0,老闆 老闆娘 熱心 準備 早餐 當地 熱門 美食 好 下 次 住
0.0,早餐 豐盛 炒 青菜 海鮮 豬腳 服務 人員 態度 洗衣房 房間 空間 乾淨
0.0,櫃台 服務員 勤快 停車場 好 停車床 好 睡 房間 設計 風格 人 溫暖感
