reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
臭飯店超臭的整個菸味,0.0,0.0,0.0,1.0,0.0,"臭(VH),飯店(Nc),超(Dfa),臭(VH),的(DE),整(Neqa),個(Nf),菸味(Na)","飯店(Nc),超(Dfa),整(Neqa),菸味(Na)","飯店(Nc),整(Neqa),菸味(Na)"
獨特風格老闆服務佳提供豐富行程規劃建議棒棒,0.0,0.0,0.0,0.0,1.0,"獨特(VH),風格(Na),老闆(Na),服務(VC),佳(VH),提供(VD),豐富(VHC),行程(Na),規劃(VC),建議(VE),棒棒(Nb)","獨特(VH),風格(Na),老闆(Na),服務(VC),佳(VH),提供(VD),豐富(VHC),行程(Na),規劃(VC),建議(VE),棒棒(Nb)","獨特(VH),風格(Na),老闆(Na),服務(VC),佳(VH),提供(VD),豐富(VHC),行程(Na),規劃(VC),建議(VE),棒棒(Nb)"
老闆很專業的介紹房間還有提供麻花捲試吃,0.0,0.0,0.0,0.0,1.0,"老闆(Na),很(Dfa),專業(VH),的(DE),介紹(VE),房間(Nc),還(D),有(V_2),提供(VD),麻花捲(Na),試吃(VC)","老闆(Na),專業(VH),介紹(VE),房間(Nc),提供(VD),麻花捲(Na),試吃(VC)","老闆(Na),專業(VH),介紹(VE),房間(Nc),提供(VD),麻花捲(Na),試吃(VC)"
風景很漂亮老闆人超好代訂水上活動都很有品質非常棒,0.0,0.0,1.0,0.0,1.0,"風景(Na),很(Dfa),漂亮(VH),老闆人(Na),超(Dfa),好(VH),代訂(VC),水上(Na),活動(Na),都(D),很(Dfa),有(V_2),品質(Na),非常(Dfa),棒(VH)","風景(Na),漂亮(VH),老闆人(Na),超(Dfa),好(VH),代訂(VC),水上(Na),活動(Na),品質(Na),棒(VH)","風景(Na),漂亮(VH),老闆人(Na),好(VH),代訂(VC),水上(Na),活動(Na),品質(Na),棒(VH)"
3早餐沙拉粥麵包鮮奶豆漿咖啡機還有廚房現點現做蠻好吃的,0.0,0.0,0.0,0.0,1.0,"3(Neu),早餐(Na),沙拉粥(Na),麵包(Na),鮮奶(Na),豆漿(Na),咖啡機(Na),還(D),有(V_2),廚房(Nc),現(D),點(VC),現(D),做(VC),蠻(Dfa),好吃(VH),的(DE)","早餐(Na),沙拉粥(Na),麵包(Na),鮮奶(Na),豆漿(Na),咖啡機(Na),廚房(Nc),現(D),點(VC),現(D),做(VC),好吃(VH)","早餐(Na),沙拉粥(Na),麵包(Na),鮮奶(Na),豆漿(Na),咖啡機(Na),廚房(Nc),點(VC),做(VC),好吃(VH)"
房間走廊昏暗房型還不錯基本房型就有浴缸空間算剛好房內燈光全開也是暗摸摸,0.0,1.0,0.0,0.0,0.0,"房間(Nc),走廊(Nc),昏暗(VH),房型(Na),還(D),不錯(VH),基本(A),房型(Na),就(D),有(V_2),浴缸(Na),空間(Na),算(VG),剛好(VH),房(Na),內(Ncd),燈光(Na),全開(VH),也(D),是(SHI),暗(VH),摸摸(VC)","房間(Nc),走廊(Nc),昏暗(VH),房型(Na),不錯(VH),房型(Na),浴缸(Na),空間(Na),算(VG),房(Na),燈光(Na),全開(VH),暗(VH),摸摸(VC)","房間(Nc),走廊(Nc),昏暗(VH),房型(Na),不錯(VH),房型(Na),浴缸(Na),空間(Na),算(VG),房(Na),燈光(Na),全開(VH),暗(VH),摸摸(VC)"
環境不錯連鎖旅店cp值高很方便配合旅遊行程下次再來旅遊展買套票,1.0,0.0,0.0,0.0,0.0,"環境(Na),不錯(VH),連鎖(A),旅店(Nc),cp值(FW),高(VH),很(Dfa),方便(VH),配合(VC),旅遊(VA),行程(Na),下(Nes),次(Nf),再(D),來(VA),旅遊展(Na),買(VC),套票(Na)","環境(Na),不錯(VH),連鎖(A),旅店(Nc),cp值(FW),高(VH),方便(VH),配合(VC),旅遊(VA),行程(Na),下(Nes),次(Nf),再(D),旅遊展(Na),買(VC),套票(Na)","環境(Na),不錯(VH),旅店(Nc),高(VH),方便(VH),配合(VC),旅遊(VA),行程(Na),下(Nes),次(Nf),旅遊展(Na),買(VC),套票(Na)"
一樓有大冰箱跟餐具間一樓沒冷氣很自然愛地球不正曬陽光的位子滿涼爽的,0.0,1.0,0.0,0.0,0.0,"一樓(Nc),有(V_2),大(VH),冰箱(Na),跟(Caa),餐具(Nc),間(Ncd),一樓(Nc),沒(VJ),冷氣(Na),很(Dfa),自然(VH),愛(VL),地球(Na),不正(D),曬(VC),陽光(Na),的(DE),位子(Na),滿(Dfa),涼爽(VH),的(DE)","一樓(Nc),冰箱(Na),餐具(Nc),間(Ncd),一樓(Nc),冷氣(Na),自然(VH),愛(VL),地球(Na),不正(D),曬(VC),陽光(Na),位子(Na),涼爽(VH)","一樓(Nc),冰箱(Na),餐具(Nc),間(Ncd),一樓(Nc),冷氣(Na),自然(VH),愛(VL),地球(Na),曬(VC),陽光(Na),位子(Na),涼爽(VH)"
旅店位置很方便房間視野佳硬體舒適服務品質好可惜早餐餐廳空間小較為擁擠,0.0,1.0,1.0,0.0,1.0,"旅店(Nc),位置(Na),很(Dfa),方便(VH),房間(Nc),視野(Na),佳(VH),硬體(Na),舒適(VH),服務(Nv),品質(Na),好(Dfa),可惜(VH),早餐(Na),餐廳(Nc),空間(Na),小(VH),較為(Dfa),擁擠(VH)","旅店(Nc),位置(Na),方便(VH),房間(Nc),視野(Na),佳(VH),硬體(Na),舒適(VH),服務(Nv),品質(Na),好(Dfa),可惜(VH),早餐(Na),餐廳(Nc),空間(Na),小(VH),擁擠(VH)","旅店(Nc),位置(Na),方便(VH),房間(Nc),視野(Na),佳(VH),硬體(Na),舒適(VH),服務(Nv),品質(Na),可惜(VH),早餐(Na),餐廳(Nc),空間(Na),小(VH),擁擠(VH)"
服務人員相當友善熱情地點好鄰近夜市百貨跟捷運站價格也可以推薦,1.0,0.0,1.0,0.0,1.0,"服務(Nv),人員(Na),相當(Dfa),友善(VH),熱情(VH),地點(Na),好(Dfa),鄰近(VJ),夜市(Nc),百貨(Na),跟(Caa),捷運站(Nc),價格(Na),也(D),可以(D),推薦(VC)","服務(Nv),人員(Na),相當(Dfa),友善(VH),熱情(VH),地點(Na),好(Dfa),鄰近(VJ),夜市(Nc),百貨(Na),捷運站(Nc),價格(Na),推薦(VC)","服務(Nv),人員(Na),友善(VH),熱情(VH),地點(Na),鄰近(VJ),夜市(Nc),百貨(Na),捷運站(Nc),價格(Na),推薦(VC)"
擦桌子備餐停車場更是位子不足車道車位也非常狹小重點是費用算是非常高,1.0,1.0,0.0,0.0,0.0,"擦(VC),桌子(Na),備餐(VC),停車場(Nc),更(Dfa),是(SHI),位子(Na),不足(VH),車道(Na),車位(Na),也(D),非常(Dfa),狹小(VH),重點(Na),是(SHI),費用(Na),算是(VG),非常(Dfa),高(VH)","擦(VC),桌子(Na),備餐(VC),停車場(Nc),位子(Na),不足(VH),車道(Na),車位(Na),狹小(VH),重點(Na),費用(Na),算是(VG),高(VH)","擦(VC),桌子(Na),備餐(VC),停車場(Nc),位子(Na),不足(VH),車道(Na),車位(Na),狹小(VH),重點(Na),費用(Na),算是(VG),高(VH)"
自助式先要予約地點拿房卡房型簡潔停車位比較難有腳踏車可借用附週邊景點地圖,0.0,1.0,0.0,0.0,1.0,"自助式(A),先(D),要(D),予約(D),地點(Na),拿(VC),房卡(Na),房型(Na),簡潔(VH),停車位(Na),比較(Dfa),難(VH),有(V_2),腳踏車(Na),可(D),借用(VC),附(VC),週邊(Nc),景點(Na),地圖(Na)","自助式(A),先(D),予約(D),地點(Na),房卡(Na),房型(Na),簡潔(VH),停車位(Na),比較(Dfa),難(VH),腳踏車(Na),借用(VC),附(VC),週邊(Nc),景點(Na),地圖(Na)","地點(Na),房卡(Na),房型(Na),簡潔(VH),停車位(Na),難(VH),腳踏車(Na),借用(VC),附(VC),週邊(Nc),景點(Na),地圖(Na)"
是一間結合下午茶的複合式民宿老闆說原本是在池上車站附近的店面,0.0,0.0,0.0,0.0,1.0,"是(SHI),一(Neu),間(Nf),結合(VHC),下午茶(Na),的(DE),複合式(A),民宿(Nc),老闆(Na),說(VE),原本(D),是(SHI),在(P),池上(Nc),車站(Nc),附近(Nc),的(DE),店面(Na)","間(Nf),結合(VHC),下午茶(Na),複合式(A),民宿(Nc),老闆(Na),說(VE),原本(D),池上(Nc),車站(Nc),附近(Nc),店面(Na)","間(Nf),結合(VHC),下午茶(Na),民宿(Nc),老闆(Na),說(VE),池上(Nc),車站(Nc),附近(Nc),店面(Na)"
房間漂亮又乾淨住的很舒適CP值很高下次會再拜訪想吃吃看民宿的特色餐點呢,1.0,0.0,0.0,1.0,1.0,"房間(Nc),漂亮(VH),又(Caa),乾淨(VH),住(VCL),的(DE),很(Dfa),舒適(VH),CP值(DASHCATEGORY),很(Dfa),高(VH),下(Nes),次(Nf),會(D),再(D),拜訪(VC),想(VE),吃吃(VC),看(Di),民宿(Nc),的(DE),特色(Na),餐點(Na),呢(T)","房間(Nc),漂亮(VH),乾淨(VH),住(VCL),舒適(VH),CP值(DASHCATEGORY),高(VH),下(Nes),次(Nf),再(D),拜訪(VC),想(VE),吃吃(VC),民宿(Nc),特色(Na),餐點(Na)","房間(Nc),漂亮(VH),乾淨(VH),住(VCL),舒適(VH),高(VH),下(Nes),次(Nf),拜訪(VC),想(VE),吃吃(VC),民宿(Nc),特色(Na),餐點(Na)"
民宿主人很熱情民宿很有特色,0.0,0.0,0.0,0.0,1.0,"民宿(Nc),主人(Na),很(Dfa),熱情(VH),民宿(Nc),很(Dfa),有(V_2),特色(Na)","民宿(Nc),主人(Na),熱情(VH),民宿(Nc),特色(Na)","民宿(Nc),主人(Na),熱情(VH),民宿(Nc),特色(Na)"
宵夜的泡麵了非常療癒的小旅,0.0,0.0,0.0,0.0,0.0,"宵夜(Na),的(DE),泡麵(Na),了(T),非常(Dfa),療癒(VC),的(DE),小(Na),旅(Na)","宵夜(Na),泡麵(Na),療癒(VC),小(Na),旅(Na)","宵夜(Na),泡麵(Na),療癒(VC),小(Na),旅(Na)"
交通方便位置優越房間乾淨價格實在旅程上可多花上一天作為購物的規劃,1.0,0.0,1.0,1.0,0.0,"交通(Na),方便(VH),位置(Na),優越(VH),房間(Nc),乾淨(VH),價格(Na),實在(D),旅程(Na),上(Ng),可(D),多(D),花上(VC),一(Neu),天(Nf),作為(VG),購物(VA),的(DE),規劃(Na)","交通(Na),方便(VH),位置(Na),優越(VH),房間(Nc),乾淨(VH),價格(Na),實在(D),旅程(Na),花上(VC),天(Nf),購物(VA),規劃(Na)","交通(Na),方便(VH),位置(Na),優越(VH),房間(Nc),乾淨(VH),價格(Na),旅程(Na),花上(VC),天(Nf),購物(VA),規劃(Na)"
機有提供熱水一樓有點心吧早上有簡單的麵包很棒的旅館cp值很高,1.0,1.0,0.0,0.0,1.0,"機(Na),有(V_2),提供(VD),熱水(Na),一樓(Nc),有(V_2),點心(Na),吧(T),早上(Nd),有(V_2),簡單(VH),的(DE),麵包(Na),很(Dfa),棒(VH),的(DE),旅館(Nc),cp值(FW),很(Dfa),高(VH)","機(Na),提供(VD),熱水(Na),一樓(Nc),點心(Na),早上(Nd),簡單(VH),麵包(Na),棒(VH),旅館(Nc),cp值(FW),高(VH)","機(Na),提供(VD),熱水(Na),一樓(Nc),點心(Na),早上(Nd),簡單(VH),麵包(Na),棒(VH),旅館(Nc),高(VH)"
2中華電信和台哥大網路收訊差3隔音很差隔壁電話響洗澡說話都聽得到,0.0,1.0,0.0,0.0,0.0,"2(Neu),中華(Nc),電信(Na),和(Caa),台哥大(Nc),網路(Na),收訊(Na),差(VH),3(Neu),隔音(A),很(Dfa),差(VH),隔壁(Nc),電話(Na),響(VH),洗澡(VA),說話(VA),都(D),聽(VE),得(DE),到(VE)","中華(Nc),電信(Na),台哥大(Nc),網路(Na),收訊(Na),差(VH),隔音(A),差(VH),隔壁(Nc),電話(Na),響(VH),洗澡(VA),說話(VA),聽(VE)","中華(Nc),電信(Na),台哥大(Nc),網路(Na),收訊(Na),差(VH),差(VH),隔壁(Nc),電話(Na),響(VH),洗澡(VA),說話(VA),聽(VE)"
風景超美整個房間超級舒服空間又大連洗澡的水都完美到不行,0.0,1.0,1.0,0.0,0.0,"風景(Na),超美(VH),整(Neqa),個(Nf),房間(Nc),超級(Dfa),舒服(VH),空間(Na),又(D),大連(VH),洗澡(VA),的(DE),水(Na),都(D),完美(VH),到(P),不行(VH)","風景(Na),超美(VH),整(Neqa),房間(Nc),超級(Dfa),舒服(VH),空間(Na),大連(VH),洗澡(VA),水(Na),完美(VH),不行(VH)","風景(Na),超美(VH),整(Neqa),房間(Nc),舒服(VH),空間(Na),大連(VH),洗澡(VA),水(Na),完美(VH),不行(VH)"
來花蓮旅遊住宿優先選擇老闆娘手作早餐不錯吃,0.0,0.0,0.0,0.0,1.0,"來(VA),花蓮(Nc),旅遊(VA),住宿(VA),優先(D),選擇(VC),老闆娘(Na),手作(VC),早餐(Na),不錯(VH),吃(VC)","花蓮(Nc),旅遊(VA),住宿(VA),優先(D),選擇(VC),老闆娘(Na),手作(VC),早餐(Na),不錯(VH),吃(VC)","花蓮(Nc),旅遊(VA),住宿(VA),選擇(VC),老闆娘(Na),手作(VC),早餐(Na),不錯(VH),吃(VC)"
精心的房間設計風格鬧中取靜的位置更重要是友善寵物民宿喔,0.0,1.0,0.0,0.0,0.0,"精心(VH),的(DE),房間(Nc),設計(VC),風格(Na),鬧中取靜(VA),的(DE),位置(Na),更(Dfa),重要(VH),是(SHI),友善(VH),寵物(Na),民宿(Nc),喔(T)","精心(VH),房間(Nc),設計(VC),風格(Na),鬧中取靜(VA),位置(Na),重要(VH),友善(VH),寵物(Na),民宿(Nc),喔(T)","精心(VH),房間(Nc),設計(VC),風格(Na),鬧中取靜(VA),位置(Na),重要(VH),友善(VH),寵物(Na),民宿(Nc)"
櫃檯小姐服務親切珠寶飾品很獨特漂亮頂樓湯池溫度適中風景很美,0.0,0.0,1.0,0.0,1.0,"櫃檯(Nc),小姐(Na),服務(VC),親切(VH),珠寶(Na),飾品(Na),很(Dfa),獨特(VH),漂亮(VH),頂樓(Nc),湯池(Nc),溫度(Na),適中(VH),風景(Na),很(Dfa),美(VH)","櫃檯(Nc),小姐(Na),服務(VC),親切(VH),珠寶(Na),飾品(Na),獨特(VH),漂亮(VH),頂樓(Nc),湯池(Nc),溫度(Na),適中(VH),風景(Na),美(VH)","櫃檯(Nc),小姐(Na),服務(VC),親切(VH),珠寶(Na),飾品(Na),獨特(VH),漂亮(VH),頂樓(Nc),湯池(Nc),溫度(Na),適中(VH),風景(Na),美(VH)"
全新的建築安全的房卡乾淨的房間及衛浴還有大浴缸乾濕分離樓下也有溫泉泡腳池,0.0,1.0,0.0,1.0,0.0,"全新(VH),的(DE),建築(Na),安全(VH),的(DE),房卡(Na),乾淨(VH),的(DE),房間(Nc),及(Caa),衛浴(Na),還(D),有(V_2),大(VH),浴缸(Na),乾(VH),濕(VH),分離(VH),樓下(Nc),也(D),有(V_2),溫泉(Na),泡腳池(Na)","全新(VH),建築(Na),安全(VH),房卡(Na),乾淨(VH),房間(Nc),衛浴(Na),浴缸(Na),乾(VH),濕(VH),分離(VH),樓下(Nc),溫泉(Na),泡腳池(Na)","全新(VH),建築(Na),安全(VH),房卡(Na),乾淨(VH),房間(Nc),衛浴(Na),浴缸(Na),乾(VH),濕(VH),分離(VH),樓下(Nc),溫泉(Na),泡腳池(Na)"
地點近礁溪車站和客運轉運站附近有湯圍溝公園等公共設施可散步逛逛,0.0,0.0,1.0,0.0,0.0,"地點(Na),近(VJ),礁溪(Nc),車站(Nc),和(Caa),客運(Na),轉運站(Nc),附近(Nc),有(V_2),湯圍溝(Nc),公園(Nc),等(Cab),公共(A),設施(Na),可(D),散步(VA),逛逛(VCL)","地點(Na),礁溪(Nc),車站(Nc),客運(Na),轉運站(Nc),附近(Nc),湯圍溝(Nc),公園(Nc),公共(A),設施(Na),散步(VA),逛逛(VCL)","地點(Na),礁溪(Nc),車站(Nc),客運(Na),轉運站(Nc),附近(Nc),湯圍溝(Nc),公園(Nc),設施(Na),散步(VA),逛逛(VCL)"
物美價廉房間寬敞值得推薦,1.0,1.0,0.0,0.0,0.0,"物美價廉(VH),房間(Nc),寬敞(VH),值得(VH),推薦(VC)","物美價廉(VH),房間(Nc),寬敞(VH),值得(VH),推薦(VC)","物美價廉(VH),房間(Nc),寬敞(VH),值得(VH),推薦(VC)"
訂房說要傳匯款資料結果都說要傳簡訊給我們都可以放鴿子再打電話過去還被掛電話,0.0,0.0,0.0,0.0,1.0,"訂房(VB),說(VE),要(D),傳(VD),匯款(Na),資料(Na),結果(Na),都(D),說(VE),要(D),傳(VD),簡訊(Na),給(VD),我們(Nh),都(D),可以(D),放(VC),鴿子(Na),再(D),打電話(VB),過去(Nd),還(D),被(P),掛(VC),電話(Na)","訂房(VB),說(VE),匯款(Na),資料(Na),說(VE),簡訊(Na),放(VC),鴿子(Na),再(D),打電話(VB),過去(Nd),掛(VC),電話(Na)","訂房(VB),說(VE),匯款(Na),資料(Na),說(VE),簡訊(Na),放(VC),鴿子(Na),打電話(VB),過去(Nd),掛(VC),電話(Na)"
隔音爛到不行別的房間的小孩蹦蹦跳跳大門口進出的聲音清清楚楚,0.0,1.0,0.0,0.0,0.0,"隔音(A),爛(VH),到(P),不行(VH),別的(Neqa),房間(Nc),的(DE),小孩(Na),蹦蹦跳跳(VA),大門(Nc),口(Nc),進出(VCL),的(DE),聲音(Na),清清楚楚(VH)","隔音(A),爛(VH),不行(VH),房間(Nc),小孩(Na),蹦蹦跳跳(VA),大門(Nc),口(Nc),進出(VCL),聲音(Na),清清楚楚(VH)","爛(VH),不行(VH),房間(Nc),小孩(Na),蹦蹦跳跳(VA),大門(Nc),口(Nc),進出(VCL),聲音(Na),清清楚楚(VH)"
環境乾淨整潔隔音好電視有電影可以看還有音樂電台很優質有早餐服務,0.0,1.0,0.0,1.0,1.0,"環境(Na),乾淨(VH),整潔(VH),隔音(A),好(VH),電視(Na),有(V_2),電影(Na),可以(D),看(VC),還(D),有(V_2),音樂(Na),電台(Nc),很(Dfa),優質(A),有(V_2),早餐(Na),服務(VC)","環境(Na),乾淨(VH),整潔(VH),隔音(A),好(VH),電視(Na),電影(Na),音樂(Na),電台(Nc),優質(A),早餐(Na),服務(VC)","環境(Na),乾淨(VH),整潔(VH),好(VH),電視(Na),電影(Na),音樂(Na),電台(Nc),早餐(Na),服務(VC)"
大廳房間cp值很不錯櫃檯人員Eva小姐很仔細講解洗衣房的操作方式,1.0,0.0,0.0,0.0,1.0,"大廳(Nc),房間(Nc),cp值(FW),很(Dfa),不錯(VH),櫃檯(Nc),人員(Na),Eva(FW),小姐(Na),很(Dfa),仔細(VH),講解(VE),洗衣房(Nc),的(DE),操作(VC),方式(Na)","大廳(Nc),房間(Nc),cp值(FW),不錯(VH),櫃檯(Nc),人員(Na),Eva(FW),小姐(Na),仔細(VH),講解(VE),洗衣房(Nc),操作(VC),方式(Na)","大廳(Nc),房間(Nc),不錯(VH),櫃檯(Nc),人員(Na),小姐(Na),仔細(VH),講解(VE),洗衣房(Nc),操作(VC),方式(Na)"
根本付星完全就是古早味老飯店外觀從裝潢但浴室浴缸還是老式的,0.0,1.0,0.0,0.0,0.0,"根本(D),付星(Nb),完全(D),就(D),是(SHI),古早味(Na),老(VH),飯店(Nc),外觀(Na),從(P),裝潢(VC),但(Cbb),浴室(Nc),浴缸(Na),還是(D),老式(A),的(DE)","根本(D),付星(Nb),完全(D),古早味(Na),飯店(Nc),外觀(Na),裝潢(VC),浴室(Nc),浴缸(Na),老式(A)","付星(Nb),古早味(Na),飯店(Nc),外觀(Na),裝潢(VC),浴室(Nc),浴缸(Na)"
主人很親切房間衛浴設備很乾淨棉被有太陽的味道,0.0,0.0,0.0,1.0,1.0,"主人(Na),很(Dfa),親切(VH),房間(Nc),衛浴(Na),設備(Na),很(Dfa),乾淨(VH),棉被(Na),有(V_2),太陽(Na),的(DE),味道(Na)","主人(Na),親切(VH),房間(Nc),衛浴(Na),設備(Na),乾淨(VH),棉被(Na),太陽(Na),味道(Na)","主人(Na),親切(VH),房間(Nc),衛浴(Na),設備(Na),乾淨(VH),棉被(Na),太陽(Na),味道(Na)"
主人親切熱情上高台看熱氣球開車不到10分鐘早餐吃到飽咖啡好喝,0.0,0.0,1.0,0.0,1.0,"主人(Na),親切(VH),熱情(VH),上(VCL),高台(Nc),看(VC),熱氣球(Na),開車(VA),不到(VJ),10(Neu),分鐘(Nf),早餐(Na),吃到(VC),飽(VH),咖啡(Na),好喝(VH)","主人(Na),親切(VH),熱情(VH),高台(Nc),熱氣球(Na),開車(VA),不到(VJ),10(Neu),分鐘(Nf),早餐(Na),吃到(VC),咖啡(Na),好喝(VH)","主人(Na),親切(VH),熱情(VH),高台(Nc),熱氣球(Na),開車(VA),不到(VJ),10(Neu),分鐘(Nf),早餐(Na),吃到(VC),咖啡(Na),好喝(VH)"
上次的旅行玩的很盡興其中一天住宿的民宿就是這裡因為很棒所以特別推薦,0.0,0.0,0.0,0.0,0.0,"上(Nes),次(Nf),的(DE),旅行(VA),玩(VC),的(DE),很(Dfa),盡興(VH),其中(Nep),一(Neu),天(Nf),住宿(VA),的(DE),民宿(Nc),就(Cbb),是(SHI),這裡(Ncd),因為(Cbb),很(Dfa),棒(VH),所以(Cbb),特別(VH),推薦(VC)","次(Nf),旅行(VA),玩(VC),盡興(VH),天(Nf),住宿(VA),民宿(Nc),這裡(Ncd),棒(VH),特別(VH),推薦(VC)","次(Nf),旅行(VA),玩(VC),盡興(VH),天(Nf),住宿(VA),民宿(Nc),這裡(Ncd),棒(VH),特別(VH),推薦(VC)"
價格便宜CP值高一樓有吧台可以喝經濟實惠的調酒地下室還有桌遊供大家一起遊玩,1.0,1.0,0.0,0.0,0.0,"價格(Na),便宜(VH),C(DASHCATEGORY),P(DASHCATEGORY),值(Na),高(Nc),一樓(Nc),有(V_2),吧台(Na),可以(D),喝(VC),經濟(VH),實惠(VH),的(DE),調酒(Na),地下室(Nc),還(D),有(V_2),桌遊(Na),供(VF),大家(Nh),一起(D),遊玩(VA)","價格(Na),便宜(VH),C(DASHCATEGORY),P(DASHCATEGORY),值(Na),高(Nc),一樓(Nc),吧台(Na),喝(VC),經濟(VH),實惠(VH),調酒(Na),地下室(Nc),桌遊(Na),供(VF),一起(D),遊玩(VA)","價格(Na),便宜(VH),值(Na),高(Nc),一樓(Nc),吧台(Na),喝(VC),經濟(VH),實惠(VH),調酒(Na),地下室(Nc),桌遊(Na),供(VF),遊玩(VA)"
以現在的青旅裝潢等級這家顯得簡陋房間出現大蟑螂而且會飛,0.0,1.0,0.0,1.0,0.0,"以(P),現在(Nd),的(DE),青旅(Na),裝潢(Na),等級(Na),這(Nep),家(Nf),顯得(VK),簡陋(VH),房間(Nc),出現(VH),大(VH),蟑螂(Na),而且(Cbb),會(D),飛(VA)","現在(Nd),青旅(Na),裝潢(Na),等級(Na),家(Nf),顯得(VK),簡陋(VH),房間(Nc),出現(VH),蟑螂(Na),飛(VA)","現在(Nd),青旅(Na),裝潢(Na),等級(Na),家(Nf),顯得(VK),簡陋(VH),房間(Nc),出現(VH),蟑螂(Na),飛(VA)"
設計感及空間舒服人員態度好服務貼心100分的滿足及專業讚讚讚,0.0,1.0,0.0,0.0,1.0,"設計感(Na),及(Caa),空間(Na),舒服(VH),人員(Na),態度(Na),好(VH),服務(VC),貼心(VH),100(Neu),分(Nf),的(DE),滿足(VHC),及(Caa),專業(VH),讚(VC),讚(VC),讚(VC)","設計感(Na),空間(Na),舒服(VH),人員(Na),態度(Na),好(VH),服務(VC),貼心(VH),100(Neu),分(Nf),滿足(VHC),專業(VH),讚(VC),讚(VC),讚(VC)","設計感(Na),空間(Na),舒服(VH),人員(Na),態度(Na),好(VH),服務(VC),貼心(VH),100(Neu),分(Nf),滿足(VHC),專業(VH),讚(VC),讚(VC),讚(VC)"
交通便利氣氛幽靜衛浴設備乾淨床位建議裝布簾,0.0,1.0,1.0,1.0,0.0,"交通(Na),便利(VL),氣氛(Na),幽靜(VH),衛浴(Na),設備(Na),乾淨(VH),床位(Na),建議(VE),裝(VC),布簾(Na)","交通(Na),便利(VL),氣氛(Na),幽靜(VH),衛浴(Na),設備(Na),乾淨(VH),床位(Na),建議(VE),裝(VC),布簾(Na)","交通(Na),便利(VL),氣氛(Na),幽靜(VH),衛浴(Na),設備(Na),乾淨(VH),床位(Na),建議(VE),裝(VC),布簾(Na)"
不錯的背包客棧很乾淨一樓的空間也很棒家人來玩時都會住這裡,0.0,0.0,0.0,1.0,0.0,"不錯(VH),的(DE),背包客棧(Na),很(Dfa),乾淨(VH),一樓(Nc),的(DE),空間(Na),也(D),很(Dfa),棒(VH),家人(Na),來(D),玩(VC),時(Ng),都(D),會(D),住(VCL),這裡(Ncd)","不錯(VH),背包客棧(Na),乾淨(VH),一樓(Nc),空間(Na),棒(VH),家人(Na),玩(VC),時(Ng),住(VCL),這裡(Ncd)","不錯(VH),背包客棧(Na),乾淨(VH),一樓(Nc),空間(Na),棒(VH),家人(Na),玩(VC),時(Ng),住(VCL),這裡(Ncd)"
整潔舒適設備佳環境佳服務人員佳下次來台南會想再住上第二晚的地方,0.0,1.0,0.0,1.0,1.0,"整潔(VH),舒適(VH),設備(Na),佳(VH),環境(Na),佳(VH),服務(VC),人員(Na),佳(VH),下(Nes),次(Nf),來(VA),台南(Nc),會(D),想(VE),再(D),住上(VCL),第二(Neu),晚(Nf),的(DE),地方(Na)","整潔(VH),舒適(VH),設備(Na),佳(VH),環境(Na),佳(VH),服務(VC),人員(Na),佳(VH),下(Nes),次(Nf),台南(Nc),想(VE),再(D),住上(VCL),第二(Neu),晚(Nf),地方(Na)","整潔(VH),舒適(VH),設備(Na),佳(VH),環境(Na),佳(VH),服務(VC),人員(Na),佳(VH),下(Nes),次(Nf),台南(Nc),想(VE),住上(VCL),第二(Neu),晚(Nf),地方(Na)"
環境乾淨設備新穎老闆娘服務貼心房間走廊就是拍照的好地方,0.0,1.0,0.0,1.0,1.0,"環境(Na),乾淨(VH),設備(Na),新穎(VH),老闆娘(Na),服務(VC),貼心(VH),房間(Nc),走廊(Nc),就(D),是(SHI),拍照(VB),的(DE),好(VH),地方(Na)","環境(Na),乾淨(VH),設備(Na),新穎(VH),老闆娘(Na),服務(VC),貼心(VH),房間(Nc),走廊(Nc),拍照(VB),好(VH),地方(Na)","環境(Na),乾淨(VH),設備(Na),新穎(VH),老闆娘(Na),服務(VC),貼心(VH),房間(Nc),走廊(Nc),拍照(VB),好(VH),地方(Na)"
謝謝老闆娘的用心這次入住四人房附陽台空間大乾淨又舒適下次有機會一定會再來,0.0,1.0,0.0,1.0,1.0,"謝謝(VJ),老闆娘(Na),的(DE),用心(VH),這(Nep),次(Nf),入住(VCL),四(Neu),人(Na),房(Na),附(VC),陽台(Na),空間(Na),大(VH),乾淨(VH),又(Caa),舒適(VH),下(Nes),次(Nf),有(V_2),機會(Na),一定(D),會(D),再(D),來(D)","謝謝(VJ),老闆娘(Na),用心(VH),次(Nf),入住(VCL),人(Na),房(Na),附(VC),陽台(Na),空間(Na),乾淨(VH),舒適(VH),下(Nes),次(Nf),機會(Na),一定(D),再(D)","謝謝(VJ),老闆娘(Na),用心(VH),次(Nf),入住(VCL),人(Na),房(Na),附(VC),陽台(Na),空間(Na),乾淨(VH),舒適(VH),下(Nes),次(Nf),機會(Na)"
